ActiveIngredient_list,ingredient_token_order,fda_ingredient_token_raw,fda_token_norm,fda_token_root_norm,dea_scheduled_substance_names,dea_scheduled_candidate_names,dea_scheduled_current_schedules,dea_scheduled_drug_codes,dea_list_i_substance_names,dea_list_i_candidate_names,dea_list_i_drug_codes,dea_source_name_count,dea_scheduled_candidate_count,dea_list_i_candidate_count,dea_candidate_type_summary,dea_stage_label,dea_confident_match_flag,dea_list_i_only_flag,dea_match_method,dea_possible_candidate_substance_names,dea_possible_candidate_names,dea_possible_candidate_schedules,dea_possible_candidate_drug_codes,dea_possible_candidate_count,dea_possible_match_method
SAFFLOWER OIL,1,SAFFLOWER OIL,SAFFLOWER OIL,SAFFLOWER OIL,,,,,,,,,,,,,,,,,,,,,
SAFFLOWER OIL; SOYBEAN OIL,1,SAFFLOWER OIL,SAFFLOWER OIL,SAFFLOWER OIL,,,,,,,,,,,,,,,,,,,,,
SAFFLOWER OIL; SOYBEAN OIL,2,SOYBEAN OIL,SOYBEAN OIL,SOYBEAN OIL,,,,,,,,,,,,,,,,,,,,,
SAFINAMIDE,1,SAFINAMIDE,SAFINAMIDE,SAFINAMIDE,,,,,,,,,,,,,,,,,,,,,
SAFINAMIDE MESYLATE,1,SAFINAMIDE MESYLATE,SAFINAMIDE MESYLATE,SAFINAMIDE,,,,,,,,,,,,,,,,,,,,,
SALMETEROL XINAFOATE,1,SALMETEROL XINAFOATE,SALMETEROL XINAFOATE,SALMETEROL,,,,,,,,,,,,,,,,,,,,,
SAMARIUM SM-153 LEXIDRONAM PENTASODIUM,1,SAMARIUM SM-153 LEXIDRONAM PENTASODIUM,SAMARIUM SM 153 LEXIDRONAM PENTASODIUM,SAMARIUM SM 153 LEXIDRONAM PENTASODIUM,,,,,,,,,,,,,,,,,,,,,
SAPROPTERIN DIHYDROCHLORIDE,1,SAPROPTERIN DIHYDROCHLORIDE,SAPROPTERIN DIHYDROCHLORIDE,SAPROPTERIN DIHYDROCHLORIDE,,,,,,,,,,,,,,,,,,,,,
SAQUINAVIR,1,SAQUINAVIR,SAQUINAVIR,SAQUINAVIR,,,,,,,,,,,,,,,,,,,,,
SAQUINAVIR MESYLATE,1,SAQUINAVIR MESYLATE,SAQUINAVIR MESYLATE,SAQUINAVIR,,,,,,,,,,,,,,,,,,,,,
SARECYCLINE HYDROCHLORIDE,1,SARECYCLINE HYDROCHLORIDE,SARECYCLINE HYDROCHLORIDE,SARECYCLINE,,,,,,,,,,,,,,,,,,,,,
SARGRAMOSTIM,1,SARGRAMOSTIM,SARGRAMOSTIM,SARGRAMOSTIM,,,,,,,,,,,,,,,,,,,,,
SARILUMAB,1,SARILUMAB,SARILUMAB,SARILUMAB,,,,,,,,,,,,,,,,,,,,,
SATRALIZUMAB,1,SATRALIZUMAB,SATRALIZUMAB,SATRALIZUMAB,,,,,,,,,,,,,,,,,,,,,
SAXAGLIPTIN,1,SAXAGLIPTIN,SAXAGLIPTIN,SAXAGLIPTIN,,,,,,,,,,,,,,,,,,,,,
SAXAGLIPTIN HYDROCHLORIDE,1,SAXAGLIPTIN HYDROCHLORIDE,SAXAGLIPTIN HYDROCHLORIDE,SAXAGLIPTIN,,,,,,,,,,,,,,,,,,,,,
SAXAGLIPTIN;METFORMIN HYDROCHLORIDE,1,SAXAGLIPTIN,SAXAGLIPTIN,SAXAGLIPTIN,,,,,,,,,,,,,,,,,,,,,
SAXAGLIPTIN;METFORMIN HYDROCHLORIDE,2,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN,,,,,,,,,,,,,,,,,,,,,
SCOPOLAMINE,1,SCOPOLAMINE,SCOPOLAMINE,SCOPOLAMINE,,,,,,,,,,,,,,,,,,,,,
SEBELIPASE ALFA,1,SEBELIPASE ALFA,SEBELIPASE ALFA,SEBELIPASE ALFA,,,,,,,,,,,,,,,,,,,,,
SEBETRALSTAT,1,SEBETRALSTAT,SEBETRALSTAT,SEBETRALSTAT,,,,,,,,,,,,,,,,,,,,,
SECNIDAZOLE,1,SECNIDAZOLE,SECNIDAZOLE,SECNIDAZOLE,,,,,,,,,,,,,,,,,,,,,
SECOBARBITAL SODIUM,1,SECOBARBITAL SODIUM,SECOBARBITAL SODIUM,SECOBARBITAL,Secobarbital Sodium,SECOBARBITAL SODIUM,II,2315,,,,1.0,1.0,0.0,core_name,exact,True,False,exact,,,,,,
SECRETIN SYNTHETIC HUMAN,1,SECRETIN SYNTHETIC HUMAN,SECRETIN SYNTHETIC HUMAN,SECRETIN SYNTHETIC HUMAN,,,,,,,,,,,,,,,,,,,,,
SECRETIN SYNTHETIC PORCINE,1,SECRETIN SYNTHETIC PORCINE,SECRETIN SYNTHETIC PORCINE,SECRETIN SYNTHETIC PORCINE,,,,,,,,,,,,,,,,,,,,,
SECUKINUMAB,1,SECUKINUMAB,SECUKINUMAB,SECUKINUMAB,,,,,,,,,,,,,,,,,,,,,
SELADELPAR LYSINE,1,SELADELPAR LYSINE,SELADELPAR LYSINE,SELADELPAR LYSINE,,,,,,,,,,,,,,,,,,,,,
SELEGILINE,1,SELEGILINE,SELEGILINE,SELEGILINE,,,,,,,,,,,,,,,,,,,,,
SELEGILINE HYDROCHLORIDE,1,SELEGILINE HYDROCHLORIDE,SELEGILINE HYDROCHLORIDE,SELEGILINE,,,,,,,,,,,,,,,,,,,,,
SELENIOUS ACID,1,SELENIOUS ACID,SELENIOUS ACID,SELENIOUS ACID,,,,,,,,,,,,,,,,,,,,,
SELENIUM SULFIDE,1,SELENIUM SULFIDE,SELENIUM SULFIDE,SELENIUM SULFIDE,,,,,,,,,,,,,,,,,,,,,
SELENOMETHIONINE SE-75,1,SELENOMETHIONINE SE-75,SELENOMETHIONINE SE 75,SELENOMETHIONINE SE,,,,,,,,,,,,,,,,,,,,,
SELEXIPAG,1,SELEXIPAG,SELEXIPAG,SELEXIPAG,,,,,,,,,,,,,,,,,,,,,
SELINEXOR,1,SELINEXOR,SELINEXOR,SELINEXOR,,,,,,,,,,,,,,,,,,,,,
SELPERCATINIB,1,SELPERCATINIB,SELPERCATINIB,SELPERCATINIB,,,,,,,,,,,,,,,,,,,,,
SELUMETINIB SULFATE,1,SELUMETINIB SULFATE,SELUMETINIB SULFATE,SELUMETINIB,,,,,,,,,,,,,,,,,,,,,
SELUMETINIB SULFATE; SELUMETINIB,1,SELUMETINIB SULFATE,SELUMETINIB SULFATE,SELUMETINIB,,,,,,,,,,,,,,,,,,,,,
SELUMETINIB SULFATE; SELUMETINIB,2,SELUMETINIB,SELUMETINIB,SELUMETINIB,,,,,,,,,,,,,,,,,,,,,
SEMAGLUTIDE,1,SEMAGLUTIDE,SEMAGLUTIDE,SEMAGLUTIDE,,,,,,,,,,,,,,,,,,,,,
SEPIAPTERIN,1,SEPIAPTERIN,SEPIAPTERIN,SEPIAPTERIN,,,,,,,,,,,,,,,,,,,,,
SERMORELIN ACETATE,1,SERMORELIN ACETATE,SERMORELIN ACETATE,SERMORELIN,,,,,,,,,,,,,,,,,,,,,
SERTACONAZOLE NITRATE,1,SERTACONAZOLE NITRATE,SERTACONAZOLE NITRATE,SERTACONAZOLE,,,,,,,,,,,,,,,,,,,,,
SERTRALINE HYDROCHLORIDE,1,SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE,SERTRALINE,,,,,,,,,,,,,,,,,,,,,
SETMELANOTIDE ACETATE,1,SETMELANOTIDE ACETATE,SETMELANOTIDE ACETATE,SETMELANOTIDE,,,,,,,,,,,,,,,,,,,,,
SEVABERTINIB,1,SEVABERTINIB,SEVABERTINIB,SEVABERTINIB,,,,,,,,,,,,,,,,,,,,,
SEVELAMER CARBONATE,1,SEVELAMER CARBONATE,SEVELAMER CARBONATE,SEVELAMER CARBONATE,,,,,,,,,,,,,,,,,,,,,
SEVELAMER HYDROCHLORIDE,1,SEVELAMER HYDROCHLORIDE,SEVELAMER HYDROCHLORIDE,SEVELAMER,,,,,,,,,,,,,,,,,,,,,
SEVOFLURANE,1,SEVOFLURANE,SEVOFLURANE,SEVOFLURANE,,,,,,,,,,,,,,,,,,,,,
SIBEPRENLIMAB-SZSI,1,SIBEPRENLIMAB-SZSI,SIBEPRENLIMAB SZSI,SIBEPRENLIMAB SZSI,,,,,,,,,,,,,,,,,,,,,
SIBUTRAMINE HYDROCHLORIDE,1,SIBUTRAMINE HYDROCHLORIDE,SIBUTRAMINE HYDROCHLORIDE,SIBUTRAMINE,Sibutramine Hydrochloride (H2O),SIBUTRAMINE HYDROCHLORIDE,IV,1675,,,,1.0,1.0,0.0,core_name,exact,True,False,exact,,,,,,
SILDENAFIL CITRATE,1,SILDENAFIL CITRATE,SILDENAFIL CITRATE,SILDENAFIL,,,,,,,,,,,,,,,,,,,,,
SILODOSIN,1,SILODOSIN,SILODOSIN,SILODOSIN,,,,,,,,,,,,,,,,,,,,,
SILTUXIMAB,1,SILTUXIMAB,SILTUXIMAB,SILTUXIMAB,,,,,,,,,,,,,,,,,,,,,
SILVER SULFADIAZINE,1,SILVER SULFADIAZINE,SILVER SULFADIAZINE,SILVER SULFADIAZINE,,,,,,,,,,,,,,,,,,,,,
SIMEPREVIR SODIUM,1,SIMEPREVIR SODIUM,SIMEPREVIR SODIUM,SIMEPREVIR,,,,,,,,,,,,,,,,,,,,,
SIMETHICONE-CELLULOSE,1,SIMETHICONE-CELLULOSE,SIMETHICONE CELLULOSE,SIMETHICONE CELLULOSE,,,,,,,,,,,,,,,,,,,,,
SIMVASTATIN,1,SIMVASTATIN,SIMVASTATIN,SIMVASTATIN,,,,,,,,,,,,,,,,,,,,,
SIMVASTATIN; SITAGLIPTIN PHOSPHATE,1,SIMVASTATIN,SIMVASTATIN,SIMVASTATIN,,,,,,,,,,,,,,,,,,,,,
SIMVASTATIN; SITAGLIPTIN PHOSPHATE,2,SITAGLIPTIN PHOSPHATE,SITAGLIPTIN PHOSPHATE,SITAGLIPTIN,,,,,,,,,,,,,,,,,,,,,
SINCALIDE,1,SINCALIDE,SINCALIDE,SINCALIDE,,,,,,,,,,,,,,,,,,,,,
SINECATECHINS,1,SINECATECHINS,SINECATECHINS,SINECATECHINS,,,,,,,,,,,,,,,,,,,,,
SIPONIMOD,1,SIPONIMOD,SIPONIMOD,SIPONIMOD,,,,,,,,,,,,,,,,,,,,,
SIROLIMUS,1,SIROLIMUS,SIROLIMUS,SIROLIMUS,,,,,,,,,,,,,,,,,,,,,
SITAGLIPTIN,1,SITAGLIPTIN,SITAGLIPTIN,SITAGLIPTIN,,,,,,,,,,,,,,,,,,,,,
SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,1,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,SITAGLIPTIN AND METFORMIN,,,,,,,,,,,,,,,,,,,,,
SITAGLIPTIN HYDROCHLORIDE,1,SITAGLIPTIN HYDROCHLORIDE,SITAGLIPTIN HYDROCHLORIDE,SITAGLIPTIN,,,,,,,,,,,,,,,,,,,,,
SITAGLIPTIN PHOSPHATE,1,SITAGLIPTIN PHOSPHATE,SITAGLIPTIN PHOSPHATE,SITAGLIPTIN,,,,,,,,,,,,,,,,,,,,,
"SITAGLIPTIN PHOSPHATE ANHYDROUS, METFORMIN HYDROCHLORIDE",1,"SITAGLIPTIN PHOSPHATE ANHYDROUS, METFORMIN HYDROCHLORIDE",SITAGLIPTIN PHOSPHATE ANHYDROUS METFORMIN HYDROCHLORIDE,SITAGLIPTIN PHOSPHATE ANHYDROUS METFORMIN,,,,,,,,,,,,,,,,,,,,,
SITAGLIPTIN PHOSPHATE; METFORMIN HYDROCHLORIDE,1,SITAGLIPTIN PHOSPHATE,SITAGLIPTIN PHOSPHATE,SITAGLIPTIN,,,,,,,,,,,,,,,,,,,,,
SITAGLIPTIN PHOSPHATE; METFORMIN HYDROCHLORIDE,2,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN,,,,,,,,,,,,,,,,,,,,,
SITAGLIPTIN PHOSPHATE;METFORMIN HYDROCHLORIDE,1,SITAGLIPTIN PHOSPHATE,SITAGLIPTIN PHOSPHATE,SITAGLIPTIN,,,,,,,,,,,,,,,,,,,,,
SITAGLIPTIN PHOSPHATE;METFORMIN HYDROCHLORIDE,2,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN,,,,,,,,,,,,,,,,,,,,,
"SITAGLIPTIN, METFORMIN HYDROCHLORIDE",1,"SITAGLIPTIN, METFORMIN HYDROCHLORIDE",SITAGLIPTIN METFORMIN HYDROCHLORIDE,SITAGLIPTIN METFORMIN,,,,,,,,,,,,,,,,,,,,,
SITAGLIPTIN; METFORMIN HYDROCHLORIDE,1,SITAGLIPTIN,SITAGLIPTIN,SITAGLIPTIN,,,,,,,,,,,,,,,,,,,,,
SITAGLIPTIN; METFORMIN HYDROCHLORIDE,2,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,METFORMIN,,,,,,,,,,,,,,,,,,,,,
SODIUM ACETATE,1,SODIUM ACETATE,SODIUM ACETATE,SODIUM ACETATE,,,,,,,,,,,,,,,,,,,,,
SODIUM BENZOATE; SODIUM PHENYLACETATE,1,SODIUM BENZOATE,SODIUM BENZOATE,SODIUM BENZOATE,,,,,,,,,,,,,,,,,,,,,
SODIUM BENZOATE; SODIUM PHENYLACETATE,2,SODIUM PHENYLACETATE,SODIUM PHENYLACETATE,SODIUM PHENYLACETATE,,,,,,,,,,,,,,,,,,,,,
SODIUM BICARBONATE,1,SODIUM BICARBONATE,SODIUM BICARBONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,
SODIUM BICARBONATE; TARTARIC ACID,1,SODIUM BICARBONATE,SODIUM BICARBONATE,SODIUM BICARBONATE,,,,,,,,,,,,,,,,,,,,,
SODIUM BICARBONATE; TARTARIC ACID,2,TARTARIC ACID,TARTARIC ACID,TARTARIC ACID,,,,,,,,,,,,,,,,,,,,,
SODIUM CHLORIDE,1,SODIUM CHLORIDE,SODIUM CHLORIDE,SODIUM CHLORIDE,,,,,,,,,,,,,,,,,,,,,
SODIUM CHROMATE CR-51,1,SODIUM CHROMATE CR-51,SODIUM CHROMATE CR 51,SODIUM CHROMATE CR,,,,,,,,,,,,,,,,,,,,,
SODIUM FERRIC GLUCONATE COMPLEX,1,SODIUM FERRIC GLUCONATE COMPLEX,SODIUM FERRIC GLUCONATE COMPLEX,SODIUM FERRIC GLUCONATE COMPLEX,,,,,,,,,,,,,,,,,,,,,
SODIUM FLUORIDE F-18,1,SODIUM FLUORIDE F-18,SODIUM FLUORIDE F 18,SODIUM FLUORIDE F,,,,,,,,,,,,,,,,,,,,,
SODIUM FLUORIDE; TRICLOSAN,1,SODIUM FLUORIDE,SODIUM FLUORIDE,SODIUM FLUORIDE,,,,,,,,,,,,,,,,,,,,,
SODIUM FLUORIDE; TRICLOSAN,2,TRICLOSAN,TRICLOSAN,TRICLOSAN,,,,,,,,,,,,,,,,,,,,,
SODIUM IODIDE I-123,1,SODIUM IODIDE I-123,SODIUM IODIDE I 123,SODIUM IODIDE I,,,,,,,,,,,,,,,,,,,,,
SODIUM IODIDE I-131,1,SODIUM IODIDE I-131,SODIUM IODIDE I 131,SODIUM IODIDE I,,,,,,,,,,,,,,,,,,,,,
SODIUM LACTATE,1,SODIUM LACTATE,SODIUM LACTATE,SODIUM LACTATE,,,,,,,,,,,,,,,,,,,,,
SODIUM MONOFLUOROPHOSPHATE,1,SODIUM MONOFLUOROPHOSPHATE,SODIUM MONOFLUOROPHOSPHATE,SODIUM MONOFLUOROPHOSPHATE,,,,,,,,,,,,,,,,,,,,,
SODIUM NITRITE,1,SODIUM NITRITE,SODIUM NITRITE,SODIUM NITRITE,,,,,,,,,,,,,,,,,,,,,
SODIUM NITRITE; SODIUM THIOSULFATE,1,SODIUM NITRITE,SODIUM NITRITE,SODIUM NITRITE,,,,,,,,,,,,,,,,,,,,,
SODIUM NITRITE; SODIUM THIOSULFATE,2,SODIUM THIOSULFATE,SODIUM THIOSULFATE,SODIUM THIOSULFATE,,,,,,,,,,,,,,,,,,,,,
SODIUM NITROPRUSSIDE,1,SODIUM NITROPRUSSIDE,SODIUM NITROPRUSSIDE,SODIUM NITROPRUSSIDE,,,,,,,,,,,,,,,,,,,,,
SODIUM OXYBATE,1,SODIUM OXYBATE,SODIUM OXYBATE,SODIUM OXYBATE,"gamma-Hydroxybutyric Acid, Sodium Oxybate (GHB)",SODIUM OXYBATE,I,2010,,,,1.0,1.0,0.0,alias_fragment,exact,True,False,exact_alias_fragment,,,,,,
SODIUM PHENYLBUTYRATE,1,SODIUM PHENYLBUTYRATE,SODIUM PHENYLBUTYRATE,SODIUM PHENYLBUTYRATE,,,,,,,,,,,,,,,,,,,,,
SODIUM PHENYLBUTYRATE; TAURURSODIOL,1,SODIUM PHENYLBUTYRATE,SODIUM PHENYLBUTYRATE,SODIUM PHENYLBUTYRATE,,,,,,,,,,,,,,,,,,,,,
SODIUM PHENYLBUTYRATE; TAURURSODIOL,2,TAURURSODIOL,TAURURSODIOL,TAURURSODIOL,,,,,,,,,,,,,,,,,,,,,
SODIUM PHOSPHATE P-32,1,SODIUM PHOSPHATE P-32,SODIUM PHOSPHATE P 32,SODIUM PHOSPHATE P,,,,,,,,,,,,,,,,,,,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",1,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",SODIUM PHOSPHATE DIBASIC ANHYDROUS,SODIUM PHOSPHATE DIBASIC,,,,,,,,,,,,,,,,,,,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",2,"SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",SODIUM PHOSPHATE MONOBASIC MONOHYDRATE,SODIUM PHOSPHATE MONOBASIC,,,,,,,,,,,,,,,,Amphetamine Phosphate (Monobasic),MONOBASIC,II,1100,1.0,substring_candidate_unique
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",1,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",SODIUM PHOSPHATE DIBASIC HEPTAHYDRATE,SODIUM PHOSPHATE DIBASIC HEPTAHYDRATE,,,,,,,,,,,,,,,,,,,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",2,"SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",SODIUM PHOSPHATE MONOBASIC MONOHYDRATE,SODIUM PHOSPHATE MONOBASIC,,,,,,,,,,,,,,,,Amphetamine Phosphate (Monobasic),MONOBASIC,II,1100,1.0,substring_candidate_unique
SODIUM POLYSTYRENE SULFONATE,1,SODIUM POLYSTYRENE SULFONATE,SODIUM POLYSTYRENE SULFONATE,SODIUM POLYSTYRENE SULFONATE,,,,,,,,,,,,,,,,,,,,,
SODIUM SUCCINATE,1,SODIUM SUCCINATE,SODIUM SUCCINATE,SODIUM SUCCINATE,,,,,,,,,,,,,,,,,,,,,
SODIUM TETRADECYL SULFATE,1,SODIUM TETRADECYL SULFATE,SODIUM TETRADECYL SULFATE,SODIUM TETRADECYL,,,,,,,,,,,,,,,,,,,,,
SODIUM THIOSULFATE,1,SODIUM THIOSULFATE,SODIUM THIOSULFATE,SODIUM THIOSULFATE,,,,,,,,,,,,,,,,,,,,,
SODIUM ZIRCONIUM CYCLOSILICATE,1,SODIUM ZIRCONIUM CYCLOSILICATE,SODIUM ZIRCONIUM CYCLOSILICATE,SODIUM ZIRCONIUM CYCLOSILICATE,,,,,,,,,,,,,,,,,,,,,
SOFOSBUVIR,1,SOFOSBUVIR,SOFOSBUVIR,SOFOSBUVIR,,,,,,,,,,,,,,,,,,,,,
SOFOSBUVIR; VELPATASVIR,1,SOFOSBUVIR,SOFOSBUVIR,SOFOSBUVIR,,,,,,,,,,,,,,,,,,,,,
SOFOSBUVIR; VELPATASVIR,2,VELPATASVIR,VELPATASVIR,VELPATASVIR,,,,,,,,,,,,,,,,,,,,,
SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR,1,SOFOSBUVIR,SOFOSBUVIR,SOFOSBUVIR,,,,,,,,,,,,,,,,,,,,,
SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR,2,VELPATASVIR,VELPATASVIR,VELPATASVIR,,,,,,,,,,,,,,,,,,,,,
SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR,3,VOXILAPREVIR,VOXILAPREVIR,VOXILAPREVIR,,,,,,,,,,,,,,,,,,,,,
SOFPIRONIUM BROMIDE,1,SOFPIRONIUM BROMIDE,SOFPIRONIUM BROMIDE,SOFPIRONIUM,,,,,,,,,,,,,,,,,,,,,
SOLIFENACIN SUCCINATE,1,SOLIFENACIN SUCCINATE,SOLIFENACIN SUCCINATE,SOLIFENACIN,,,,,,,,,,,,,,,,,,,,,
SOLRIAMFETOL,1,SOLRIAMFETOL,SOLRIAMFETOL,SOLRIAMFETOL,,,,,,,,,,,,,,,,,,,,,
SOLRIAMFETOL HYDROCHLORIDE,1,SOLRIAMFETOL HYDROCHLORIDE,SOLRIAMFETOL HYDROCHLORIDE,SOLRIAMFETOL,,,,,,,,,,,,,,,,,,,,,
SOMAPACITAN-BECO,1,SOMAPACITAN-BECO,SOMAPACITAN BECO,SOMAPACITAN BECO,,,,,,,,,,,,,,,,,,,,,
SOMATROGON-GHLA,1,SOMATROGON-GHLA,SOMATROGON GHLA,SOMATROGON GHLA,,,,,,,,,,,,,,,,,,,,,
SOMATROPIN,1,SOMATROPIN,SOMATROPIN,SOMATROPIN,,,,,,,,,,,,,,,,,,,,,
SOMATROPIN RECOMBINANT,1,SOMATROPIN RECOMBINANT,SOMATROPIN RECOMBINANT,SOMATROPIN RECOMBINANT,,,,,,,,,,,,,,,,,,,,,
SOMATROPIN [rDNA origin],1,SOMATROPIN [rDNA origin],SOMATROPIN RDNA ORIGIN,SOMATROPIN RDNA ORIGIN,,,,,,,,,,,,,,,,,,,,,
SONIDEGIB PHOSPHATE,1,SONIDEGIB PHOSPHATE,SONIDEGIB PHOSPHATE,SONIDEGIB,,,,,,,,,,,,,,,,,,,,,
SORAFENIB TOSYLATE,1,SORAFENIB TOSYLATE,SORAFENIB TOSYLATE,SORAFENIB,,,,,,,,,,,,,,,,,,,,,
SORBITOL,1,SORBITOL,SORBITOL,SORBITOL,,,,,,,,,,,,,,,,,,,,,
SOTAGLIFLOZIN,1,SOTAGLIFLOZIN,SOTAGLIFLOZIN,SOTAGLIFLOZIN,,,,,,,,,,,,,,,,,,,,,
SOTALOL HYDROCHLORIDE,1,SOTALOL HYDROCHLORIDE,SOTALOL HYDROCHLORIDE,SOTALOL,,,,,,,,,,,,,,,,,,,,,
SOTATERCEPT-CSRK,1,SOTATERCEPT-CSRK,SOTATERCEPT CSRK,SOTATERCEPT CSRK,,,,,,,,,,,,,,,,,,,,,
SOTORASIB,1,SOTORASIB,SOTORASIB,SOTORASIB,,,,,,,,,,,,,,,,,,,,,
SOYBEAN OIL,1,SOYBEAN OIL,SOYBEAN OIL,SOYBEAN OIL,,,,,,,,,,,,,,,,,,,,,
SPARFLOXACIN,1,SPARFLOXACIN,SPARFLOXACIN,SPARFLOXACIN,,,,,,,,,,,,,,,,SPA Hydrochloride,SPA HYDROCHLORIDE,IV,1635,1.0,substring_candidate_unique
SPARSENTAN,1,SPARSENTAN,SPARSENTAN,SPARSENTAN,,,,,,,,,,,,,,,,SPA Hydrochloride,SPA HYDROCHLORIDE,IV,1635,1.0,substring_candidate_unique
SPECTINOMYCIN HYDROCHLORIDE,1,SPECTINOMYCIN HYDROCHLORIDE,SPECTINOMYCIN HYDROCHLORIDE,SPECTINOMYCIN,,,,,,,,,,,,,,,,,,,,,
SPESOLIMAB-SBZO,1,SPESOLIMAB-SBZO,SPESOLIMAB SBZO,SPESOLIMAB SBZO,,,,,,,,,,,,,,,,,,,,,
SPINOSAD,1,SPINOSAD,SPINOSAD,SPINOSAD,,,,,,,,,,,,,,,,,,,,,
SPIRONOLACTONE,1,SPIRONOLACTONE,SPIRONOLACTONE,SPIRONOLACTONE,,,,,,,,,,,,,,,,,,,,,
STANOZOLOL,1,STANOZOLOL,STANOZOLOL,STANOZOLOL,,,,,,,,,,,,,,,,,,,,,
STAVUDINE,1,STAVUDINE,STAVUDINE,STAVUDINE,,,,,,,,,,,,,,,,,,,,,
STAVUDINE; LAMIVUDINE,1,STAVUDINE,STAVUDINE,STAVUDINE,,,,,,,,,,,,,,,,,,,,,
STAVUDINE; LAMIVUDINE,2,LAMIVUDINE,LAMIVUDINE,LAMIVUDINE,,,,,,,,,,,,,,,,,,,,,
STAVUDINE; LAMIVUDINE; EFAVIRENZ,1,STAVUDINE,STAVUDINE,STAVUDINE,,,,,,,,,,,,,,,,,,,,,
STAVUDINE; LAMIVUDINE; EFAVIRENZ,2,LAMIVUDINE,LAMIVUDINE,LAMIVUDINE,,,,,,,,,,,,,,,,,,,,,
STAVUDINE; LAMIVUDINE; EFAVIRENZ,3,EFAVIRENZ,EFAVIRENZ,EFAVIRENZ,,,,,,,,,,,,,,,,,,,,,
STAVUDINE; LAMIVUDINE; NEVIRAPINE,1,STAVUDINE,STAVUDINE,STAVUDINE,,,,,,,,,,,,,,,,,,,,,
STAVUDINE; LAMIVUDINE; NEVIRAPINE,2,LAMIVUDINE,LAMIVUDINE,LAMIVUDINE,,,,,,,,,,,,,,,,,,,,,
STAVUDINE; LAMIVUDINE; NEVIRAPINE,3,NEVIRAPINE,NEVIRAPINE,NEVIRAPINE,,,,,,,,,,,,,,,,,,,,,
STERILE WATER FOR INJECTION,1,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION,,,,,,,,,,,,,,,,,,,,,
STERILE WATER FOR INJECTION; STERILE WATER,1,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION,,,,,,,,,,,,,,,,,,,,,
STERILE WATER FOR INJECTION; STERILE WATER,2,STERILE WATER,STERILE WATER,STERILE WATER,,,,,,,,,,,,,,,,,,,,,
STERILE WATER FOR IRRIGATION,1,STERILE WATER FOR IRRIGATION,STERILE WATER FOR IRRIGATION,STERILE WATER FOR IRRIGATION,,,,,,,,,,,,,,,,,,,,,
STIRIPENTOL,1,STIRIPENTOL,STIRIPENTOL,STIRIPENTOL,,,,,,,,,,,,,,,,,,,,,
STREPTOMYCIN SULFATE,1,STREPTOMYCIN SULFATE,STREPTOMYCIN SULFATE,STREPTOMYCIN,,,,,,,,,,,,,,,,,,,,,
STREPTOZOCIN,1,STREPTOZOCIN,STREPTOZOCIN,STREPTOZOCIN,,,,,,,,,,,,,,,,,,,,,
STRONTIUM CHLORIDE SR-89,1,STRONTIUM CHLORIDE SR-89,STRONTIUM CHLORIDE SR 89,STRONTIUM CHLORIDE SR,,,,,,,,,,,,,,,,,,,,,
SUCCIMER,1,SUCCIMER,SUCCIMER,SUCCIMER,,,,,,,,,,,,,,,,,,,,,
SUCCINYLCHOLINE CHLORIDE,1,SUCCINYLCHOLINE CHLORIDE,SUCCINYLCHOLINE CHLORIDE,SUCCINYLCHOLINE,,,,,,,,,,,,,,,,,,,,,
SUCRALFATE,1,SUCRALFATE,SUCRALFATE,SUCRALFATE,,,,,,,,,,,,,,,,,,,,,
SUFENTANIL CITRATE,1,SUFENTANIL CITRATE,SUFENTANIL CITRATE,SUFENTANIL,Sufentanil Citrate,SUFENTANIL CITRATE,II,9740,,,,1.0,1.0,0.0,core_name,exact,True,False,exact,,,,,,
