ActiveIngredient_list,dea_active_ingredient_token_count,dea_confident_controlled_match_flag,dea_list_i_only_match_flag,dea_possible_candidate_only_flag,dea_confident_matched_token_count,dea_list_i_token_count,dea_possible_candidate_token_count,dea_confident_match_methods,dea_confident_matched_fda_tokens,dea_confident_substance_names,dea_confident_current_schedules,dea_confident_drug_codes,dea_list_i_substance_names,dea_list_i_drug_codes,dea_possible_candidate_tokens,dea_possible_candidate_substance_names,dea_possible_candidate_methods,dea_unmatched_fda_tokens,dea_edge_case_notes,dea_schedule_scope_note,dea_linkage_status,dea_uncertain_flag
PEMBROLIZUMAB,1,False,False,False,0,0,0,,,,,,,,,,,PEMBROLIZUMAB,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PEMBROLIZUMAB;BERAHYALURONIDASE ALFA-PMPH,2,False,False,False,0,0,0,,,,,,,,,,,PEMBROLIZUMAB | BERAHYALURONIDASE ALFA-PMPH,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PEMETREXED,1,False,False,False,0,0,0,,,,,,,,,,,PEMETREXED,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PEMETREXED DIPOTASSIUM,1,False,False,False,0,0,0,,,,,,,,,,,PEMETREXED DIPOTASSIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PEMETREXED DISODIUM,1,False,False,False,0,0,0,,,,,,,,,,,PEMETREXED DISODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PEMETREXED DITROMETHAMINE,1,False,False,False,0,0,0,,,,,,,,,,,PEMETREXED DITROMETHAMINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PEMETREXED SODIUM,1,False,False,False,0,0,0,,,,,,,,,,,PEMETREXED SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PEMIGATINIB,1,False,False,False,0,0,0,,,,,,,,,,,PEMIGATINIB,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PEMIROLAST POTASSIUM,1,False,False,False,0,0,0,,,,,,,,,,,PEMIROLAST POTASSIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PEMOLINE,1,True,False,False,1,0,0,exact,PEMOLINE,Pemoline,IV,1530,,,,,,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,confident_scheduled_controlled_substance_match,False
PENBUTOLOL SULFATE,1,False,False,False,0,0,0,,,,,,,,,,,PENBUTOLOL SULFATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENCICLOVIR,1,False,False,False,0,0,0,,,,,,,,,,,PENCICLOVIR,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENICILLAMINE,1,False,False,False,0,0,0,,,,,,,,,,,PENICILLAMINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENICILLIN G BENZATHINE,1,False,False,False,0,0,0,,,,,,,,,,,PENICILLIN G BENZATHINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENICILLIN G BENZATHINE; PENICILLIN G PROCAINE,2,False,False,False,0,0,0,,,,,,,,,,,PENICILLIN G BENZATHINE | PENICILLIN G PROCAINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENICILLIN G POTASSIUM,1,False,False,False,0,0,0,,,,,,,,,,,PENICILLIN G POTASSIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENICILLIN G PROCAINE,1,False,False,False,0,0,0,,,,,,,,,,,PENICILLIN G PROCAINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENICILLIN G SODIUM,1,False,False,False,0,0,0,,,,,,,,,,,PENICILLIN G SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENICILLIN V POTASSIUM,1,False,False,False,0,0,0,,,,,,,,,,,PENICILLIN V POTASSIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENPULIMAB-KCQX,1,False,False,False,0,0,0,,,,,,,,,,,PENPULIMAB-KCQX,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENTAGASTRIN,1,False,False,False,0,0,0,,,,,,,,,,,PENTAGASTRIN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENTAMIDINE ISETHIONATE,1,False,False,False,0,0,0,,,,,,,,,,,PENTAMIDINE ISETHIONATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENTAZOCINE HYDROCHLORIDE,1,True,False,False,1,0,0,exact,PENTAZOCINE HYDROCHLORIDE,Pentazocine Hydrochloride,IV,9709,,,,,,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,confident_scheduled_controlled_substance_match,False
PENTAZOCINE LACTATE,1,True,False,False,1,0,0,exact,PENTAZOCINE LACTATE,Pentazocine Lactate,IV,9709,,,,,,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,confident_scheduled_controlled_substance_match,False
PENTETATE CALCIUM TRISODIUM,1,False,False,False,0,0,0,,,,,,,,,,,PENTETATE CALCIUM TRISODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENTETATE CALCIUM TRISODIUM YB-169,1,False,False,False,0,0,0,,,,,,,,,,,PENTETATE CALCIUM TRISODIUM YB-169,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENTETATE ZINC TRISODIUM,1,False,False,False,0,0,0,,,,,,,,,,,PENTETATE ZINC TRISODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENTOBARBITAL,1,True,False,False,1,0,0,exact,PENTOBARBITAL,Pentobarbital,II,2270,,,,,,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,confident_scheduled_controlled_substance_match,False
PENTOBARBITAL SODIUM,1,True,False,False,1,0,0,exact,PENTOBARBITAL SODIUM,Pentobarbital Sodium,II,2270,,,,,,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,confident_scheduled_controlled_substance_match,False
PENTOSAN POLYSULFATE SODIUM,1,False,False,False,0,0,0,,,,,,,,,,,PENTOSAN POLYSULFATE SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENTOSTATIN,1,False,False,False,0,0,0,,,,,,,,,,,PENTOSTATIN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PENTOXIFYLLINE,1,False,False,False,0,0,0,,,,,,,,,,,PENTOXIFYLLINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PERAMIVIR,1,False,False,False,0,0,0,,,,,,,,,,,PERAMIVIR,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PERAMPANEL,1,False,False,False,0,0,0,,,,,,,,,,,PERAMPANEL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PERFLUBRON,1,False,False,False,0,0,0,,,,,,,,,,,PERFLUBRON,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PERFLUOROHEXYLOCTANE,1,False,False,False,0,0,0,,,,,,,,,,,PERFLUOROHEXYLOCTANE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PERFLUOROPOLYMETHYLISOPROPYL ETHER; POLYTETRAFLUOROETHYLENE,2,False,False,False,0,0,0,,,,,,,,,,,PERFLUOROPOLYMETHYLISOPROPYL ETHER | POLYTETRAFLUOROETHYLENE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PERFLUTREN,1,False,False,False,0,0,0,,,,,,,,,,,PERFLUTREN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PERGOLIDE MESYLATE,1,False,False,False,0,0,0,,,,,,,,,,,PERGOLIDE MESYLATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PERINDOPRIL ERBUMINE,1,False,False,False,0,0,0,,,,,,,,,,,PERINDOPRIL ERBUMINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PERMETHRIN,1,False,False,False,0,0,0,,,,,,,,,,,PERMETHRIN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PERPHENAZINE,1,False,False,False,0,0,0,,,,,,,,,,,PERPHENAZINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PERTUZUMAB,1,False,False,False,0,0,0,,,,,,,,,,,PERTUZUMAB,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
"PERTUZUMAB, TRASTUZUMAB, AND HYALURONIDASE-ZZXF",1,False,False,False,0,0,0,,,,,,,,,,,"PERTUZUMAB, TRASTUZUMAB, AND HYALURONIDASE-ZZXF",,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PERTUZUMAB-DPZB,1,False,False,False,0,0,0,,,,,,,,,,,PERTUZUMAB-DPZB,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PEXIDARTINIB HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,PEXIDARTINIB HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHENACEMIDE,1,False,False,False,0,0,0,,,,,,,,,,,PHENACEMIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHENAZOPYRIDINE HYDROCHLORIDE; SULFAMETHOXAZOLE; TRIMETHOPRIM,3,False,False,False,0,0,0,,,,,,,,,,,PHENAZOPYRIDINE HYDROCHLORIDE | SULFAMETHOXAZOLE | TRIMETHOPRIM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHENAZOPYRIDINE HYDROCHLORIDE; SULFISOXAZOLE,2,False,False,False,0,0,0,,,,,,,,,,,PHENAZOPYRIDINE HYDROCHLORIDE | SULFISOXAZOLE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHENDIMETRAZINE TARTRATE,1,True,False,False,1,0,0,normalized_root_exact,PHENDIMETRAZINE TARTRATE,Phendimetrazine | Phendimetrazine Bitartrate | Phendimetrazine Hydrobromide | Phendimetrazine Hydrochloride | Phendimetrazine Pamoate,III,1615,,,,,,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,confident_scheduled_controlled_substance_match,False
PHENELZINE SULFATE,1,False,False,False,0,0,0,,,,,,,,,,,PHENELZINE SULFATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHENOBARBITAL SODIUM,1,True,False,False,1,0,0,exact,PHENOBARBITAL SODIUM,Phenobarbital Sodium,IV,2285,,,,,,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,confident_scheduled_controlled_substance_match,False
PHENOXYBENZAMINE HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,PHENOXYBENZAMINE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHENPROCOUMON,1,False,False,False,0,0,0,,,,,,,,,,,PHENPROCOUMON,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHENSUXIMIDE,1,False,False,False,0,0,0,,,,,,,,,,,PHENSUXIMIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHENTERMINE HYDROCHLORIDE,1,True,False,False,1,0,0,exact,PHENTERMINE HYDROCHLORIDE,Phentermine Hydrochloride,IV,1640,,,,,,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,confident_scheduled_controlled_substance_match,False
PHENTERMINE HYDROCHLORIDE; TOPIRAMATE,2,True,False,False,1,0,0,exact,PHENTERMINE HYDROCHLORIDE,Phentermine Hydrochloride,IV,1640,,,,,,TOPIRAMATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,confident_scheduled_controlled_substance_match,False
PHENTERMINE RESIN COMPLEX,1,False,False,True,0,0,1,,,,,,,,PHENTERMINE RESIN COMPLEX,Phentermine | Phentermine Hydrochloride,substring_candidate_ambiguous,,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,possible_parent_or_isomer_candidate_only,True
PHENTOLAMINE MESYLATE,1,False,False,False,0,0,0,,,,,,,,,,,PHENTOLAMINE MESYLATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHENYLBUTAZONE,1,False,False,False,0,0,0,,,,,,,,,,,PHENYLBUTAZONE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHENYLEPHRINE HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,PHENYLEPHRINE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,2,False,False,False,0,0,0,,,,,,,,,,,PHENYLEPHRINE HYDROCHLORIDE | PROMETHAZINE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHENYLEPHRINE HYDROCHLORIDE; TROPICAMIDE,2,False,False,False,0,0,0,,,,,,,,,,,PHENYLEPHRINE HYDROCHLORIDE | TROPICAMIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHENYTOIN,1,False,False,False,0,0,0,,,,,,,,,,,PHENYTOIN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHENYTOIN SODIUM,1,False,False,False,0,0,0,,,,,,,,,,,PHENYTOIN SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PHYTONADIONE,1,False,False,False,0,0,0,,,,,,,,,,,PHYTONADIONE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIFLUFOLASTAT F-18,1,False,False,False,0,0,0,,,,,,,,,,,PIFLUFOLASTAT F-18,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PILOCARPINE,1,False,False,False,0,0,0,,,,,,,,,,,PILOCARPINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PILOCARPINE HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,PILOCARPINE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIMAVANSERIN,1,False,False,False,0,0,0,,,,,,,,,,,PIMAVANSERIN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIMAVANSERIN TARTRATE,1,False,False,False,0,0,0,,,,,,,,,,,PIMAVANSERIN TARTRATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIMECROLIMUS,1,False,False,False,0,0,0,,,,,,,,,,,PIMECROLIMUS,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIMOZIDE,1,False,False,False,0,0,0,,,,,,,,,,,PIMOZIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PINACIDIL,1,False,False,False,0,0,0,,,,,,,,,,,PINACIDIL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PINDOLOL,1,False,False,False,0,0,0,,,,,,,,,,,PINDOLOL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIOGLITAZONE HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,PIOGLITAZONE HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIPECURONIUM BROMIDE,1,False,False,False,0,0,0,,,,,,,,,,,PIPECURONIUM BROMIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIPERACETAZINE,1,False,False,False,0,0,0,,,,,,,,,,,PIPERACETAZINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIPERACILLIN SODIUM,1,False,False,False,0,0,0,,,,,,,,,,,PIPERACILLIN SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,2,False,False,False,0,0,0,,,,,,,,,,,PIPERACILLIN SODIUM | TAZOBACTAM SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
"PIPERACILLIN SODIUM; TAZOBACTAM SODIUM; PIPERACILLIN,TAZOBACTAM",3,False,False,False,0,0,0,,,,,,,,,,,"PIPERACILLIN SODIUM | TAZOBACTAM SODIUM | PIPERACILLIN,TAZOBACTAM",,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIPERAZINE CITRATE,1,False,False,False,0,0,0,,,,,,,,,,,PIPERAZINE CITRATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIPERONYL BUTOXIDE; PYRETHRINS,2,False,False,False,0,0,0,,,,,,,,,,,PIPERONYL BUTOXIDE | PYRETHRINS,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIPOBROMAN,1,False,False,False,0,0,0,,,,,,,,,,,PIPOBROMAN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIRBUTEROL ACETATE,1,False,False,False,0,0,0,,,,,,,,,,,PIRBUTEROL ACETATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIRFENIDONE,1,False,False,False,0,0,0,,,,,,,,,,,PIRFENIDONE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIROXICAM,1,False,False,False,0,0,0,,,,,,,,,,,PIROXICAM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIRTOBRUTINIB,1,False,False,False,0,0,0,,,,,,,,,,,PIRTOBRUTINIB,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PITAVASTATIN CALCIUM,1,False,False,False,0,0,0,,,,,,,,,,,PITAVASTATIN CALCIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PITAVASTATIN MAGNESIUM,1,False,False,False,0,0,0,,,,,,,,,,,PITAVASTATIN MAGNESIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PITAVASTATIN SODIUM,1,False,False,False,0,0,0,,,,,,,,,,,PITAVASTATIN SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PITOLISANT,1,False,False,False,0,0,0,,,,,,,,,,,PITOLISANT,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PITOLISANT HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,PITOLISANT HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PIVMECILLINAM HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,PIVMECILLINAM HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PLAZOMICIN SULFATE,1,False,False,False,0,0,0,,,,,,,,,,,PLAZOMICIN SULFATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PLECANATIDE,1,False,False,False,0,0,0,,,,,,,,,,,PLECANATIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PLERIXAFOR,1,False,False,False,0,0,0,,,,,,,,,,,PLERIXAFOR,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PLICAMYCIN,1,False,False,False,0,0,0,,,,,,,,,,,PLICAMYCIN,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PLOZASIRAN SODIUM,1,False,False,False,0,0,0,,,,,,,,,,,PLOZASIRAN SODIUM,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PODOFILOX,1,False,False,False,0,0,0,,,,,,,,,,,PODOFILOX,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
POLATUZUMAB VEDOTIN-PIIQ,1,False,False,False,0,0,0,,,,,,,,,,,POLATUZUMAB VEDOTIN-PIIQ,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
POLIDOCANOL,1,False,False,False,0,0,0,,,,,,,,,,,POLIDOCANOL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
POLYESTRADIOL PHOSPHATE,1,False,False,False,0,0,0,,,,,,,,,,,POLYESTRADIOL PHOSPHATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
POLYETHYLENE GLYCOL 3350,1,False,False,False,0,0,0,,,,,,,,,,,POLYETHYLENE GLYCOL 3350,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,4,False,False,False,0,0,0,,,,,,,,,,,POLYETHYLENE GLYCOL 3350 | POTASSIUM CHLORIDE | SODIUM BICARBONATE | SODIUM CHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE,5,False,False,False,0,0,0,,,,,,,,,,,POLYETHYLENE GLYCOL 3350 | POTASSIUM CHLORIDE | SODIUM BICARBONATE | SODIUM CHLORIDE | SODIUM SULFATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS,5,False,False,False,0,0,0,,,,,,,,,,,POLYETHYLENE GLYCOL 3350 | POTASSIUM CHLORIDE | SODIUM BICARBONATE | SODIUM CHLORIDE | SODIUM SULFATE ANHYDROUS,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
POLYETHYLENE GLYCOL 3350; SODIUM CHLORIDE; SODIUM BICARBONATE; POTASSIUM CHLORIDE; BISACODYL,5,False,False,False,0,0,0,,,,,,,,,,,POLYETHYLENE GLYCOL 3350 | SODIUM CHLORIDE | SODIUM BICARBONATE | POTASSIUM CHLORIDE | BISACODYL,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
POLYMYXIN B SULFATE,1,False,False,False,0,0,0,,,,,,,,,,,POLYMYXIN B SULFATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE,2,False,False,False,0,0,0,,,,,,,,,,,POLYMYXIN B SULFATE | TRIMETHOPRIM SULFATE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
POLYTHIAZIDE,1,False,False,False,0,0,0,,,,,,,,,,,POLYTHIAZIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
POLYTHIAZIDE; PRAZOSIN HYDROCHLORIDE,2,False,False,False,0,0,0,,,,,,,,,,,POLYTHIAZIDE | PRAZOSIN HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
POLYTHIAZIDE; RESERPINE,2,False,False,False,0,0,0,,,,,,,,,,,POLYTHIAZIDE | RESERPINE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
POMALIDOMIDE,1,False,False,False,0,0,0,,,,,,,,,,,POMALIDOMIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
PONATINIB HYDROCHLORIDE,1,False,False,False,0,0,0,,,,,,,,,,,PONATINIB HYDROCHLORIDE,,Current DEA reference schedules only. Historical scheduling changes are not recovered in this first-pass linkage.,no_dea_signal_from_first_pass,False
