appl_no,submission_no,appl_type,drug_name,active_ingredient,sponsor_name,approval_date,review_priority_group,orphan_designation,active_ingredient_norm,needs_manual_controlled_substance_flag,arcos_merge_notes
020010,1,NDA,LOTRISONE,BETAMETHASONE DIPROPIONATE; CLOTRIMAZOLE,MERCK SHARP DOHME,2000-12-08,STANDARD,False,BETAMETHASONE DIPROPIONATE CLOTRIMAZOLE,True,
020011,1,NDA,LUPRON DEPOT,LEUPROLIDE ACETATE,ABBVIE ENDOCRINE INC,1990-10-22,STANDARD,False,LEUPROLIDE ACETATE,True,
020013,1,NDA,MAXAQUIN,LOMEFLOXACIN HYDROCHLORIDE,PHARMACIA,1992-02-21,STANDARD,False,LOMEFLOXACIN HYDROCHLORIDE,True,
020014,1,NDA,MAXAIR,PIRBUTEROL ACETATE,BAUSCH,1992-11-30,STANDARD,False,PIRBUTEROL ACETATE,True,
020015,1,NDA,AMINOSYN II 10% IN PLASTIC CONTAINER,AMINO ACIDS,OTSUKA ICU MEDCL,1991-12-19,STANDARD,False,AMINO ACIDS,True,
020021,1,NDA,SUDAFED 24 HOUR,PSEUDOEPHEDRINE HYDROCHLORIDE,KENVUE BRANDS,1992-12-15,STANDARD,False,PSEUDOEPHEDRINE HYDROCHLORIDE,True,
020027,1,NDA,CARDIZEM,DILTIAZEM HYDROCHLORIDE,BIOVAIL LABS INTL,1991-10-24,STANDARD,False,DILTIAZEM HYDROCHLORIDE,True,
020031,1,NDA,PAXIL,PAROXETINE HYDROCHLORIDE,APOTEX,1992-12-29,STANDARD,False,PAROXETINE HYDROCHLORIDE,True,
020032,1,BLA,SURVANTA,BERACTANT,ABBVIE,1991-07-01,STANDARD,True,BERACTANT,True,
020033,1,NDA,LOTENSIN HCT,BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,VALIDUS PHARMS,1992-05-19,STANDARD,False,BENAZEPRIL HYDROCHLORIDE HYDROCHLOROTHIAZIDE,True,
020035,1,NDA,ERGAMISOL,LEVAMISOLE HYDROCHLORIDE,JANSSEN PHARMA,1990-06-18,PRIORITY,False,LEVAMISOLE HYDROCHLORIDE,True,
020036,1,NDA,AREDIA,PAMIDRONATE DISODIUM,NOVARTIS,1991-10-31,PRIORITY,False,PAMIDRONATE DISODIUM,True,
020037,1,NDA,VOLTAREN,DICLOFENAC SODIUM,NOVARTIS,1991-03-28,PRIORITY,False,DICLOFENAC SODIUM,True,
020038,1,NDA,FLUDARA,FLUDARABINE PHOSPHATE,GENZYME CORP,1991-04-18,PRIORITY,False,FLUDARABINE PHOSPHATE,True,
020041,1,NDA,AMINOSYN II 15% IN PLASTIC CONTAINER,AMINO ACIDS,OTSUKA ICU MEDCL,1991-12-19,STANDARD,False,AMINO ACIDS,True,
020044,1,NDA,EXOSURF NEONATAL,CETYL ALCOHOL; COLFOSCERIL PALMITATE; TYLOXAPOL,GLAXOSMITHKLINE,1990-08-02,PRIORITY,True,CETYL ALCOHOL COLFOSCERIL PALMITATE TYLOXAPOL,True,
020045,1,NDA,SHADE UVAGUARD,AVOBENZONE; OCTINOXATE; OXYBENZONE,BAYER HEALTHCARE LLC,1992-12-07,STANDARD,False,AVOBENZONE OCTINOXATE OXYBENZONE,True,
020047,1,NDA,DEXTROSE 50% IN PLASTIC CONTAINER; DEXTROSE 60% IN PLASTIC CONTAINER; DEXTROSE 70% IN PLASTIC CONTAINER,DEXTROSE,BAXTER HLTHCARE,1991-07-02,STANDARD,False,DEXTROSE,True,
020049,1,NDA,PENTASA,MESALAMINE,TAKEDA PHARMS USA,1993-05-10,PRIORITY,False,MESALAMINE,True,
020051,1,NDA,GLYNASE,GLYBURIDE,PFIZER,1992-03-04,STANDARD,False,GLYBURIDE,True,
020055,1,NDA,GLYBURIDE (MICRONIZED),GLYBURIDE,SANOFI AVENTIS US,1992-04-17,STANDARD,False,GLYBURIDE,True,
020056,1,NDA,ATROPINE SULFATE,ATROPINE SULFATE,US ARMY,1990-09-19,STANDARD,False,ATROPINE SULFATE,True,
020058,1,NDA,THIOPLEX,THIOTEPA,IMMUNEX,1994-12-22,STANDARD,False,THIOTEPA,True,
020059,1,NDA,ADENOSCAN,ADENOSINE,ASTELLAS,1995-05-18,STANDARD,False,ADENOSINE,True,
020062,1,NDA,CARDIZEM CD,DILTIAZEM HYDROCHLORIDE,BAUSCH,1991-12-27,STANDARD,False,DILTIAZEM HYDROCHLORIDE,True,
020063,1,NDA,RBC-SCAN,TECHNETIUM TC-99M RED BLOOD CELL KIT,CADEMA,1992-06-11,STANDARD,False,TECHNETIUM TC 99M RED BLOOD CELL KIT,True,
020064,1,NDA,MACROBID,"NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE",ALMATICA,1991-12-24,STANDARD,False,NITROFURANTOIN NITROFURANTOIN MACROCRYSTALLINE,True,
020065,1,NDA,OPCON-A,NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE,BAUSCH AND LOMB,1994-06-08,STANDARD,False,NAPHAZOLINE HYDROCHLORIDE PHENIRAMINE MALEATE,True,
020066,1,NDA,NICORETTE; NICORETTE (MINT),NICOTINE POLACRILEX,HALEON US HOLDINGS,1992-06-08,STANDARD,False,NICOTINE POLACRILEX,True,
020067,1,NDA,EC-NAPROSYN,NAPROXEN,ATNAHS PHARMA US,1994-10-14,STANDARD,False,NAPROXEN,True,
020068,1,NDA,FOSCAVIR,FOSCARNET SODIUM,CLINIGEN HLTHCARE,1991-09-27,PRIORITY,False,FOSCARNET SODIUM,True,
020070,1,NDA,COGNEX,TACRINE HYDROCHLORIDE,SHIONOGI INC,1993-09-09,PRIORITY,False,TACRINE HYDROCHLORIDE,True,
020071,1,NDA,DESOGEN,DESOGESTREL; ETHINYL ESTRADIOL,ORGANON USA INC,1992-12-10,STANDARD,False,DESOGESTREL ETHINYL ESTRADIOL,True,
020073,1,NDA,ROMAZICON,FLUMAZENIL,HOFFMANN LA ROCHE,1991-12-20,PRIORITY,False,FLUMAZENIL,True,
020075,1,NDA,LIORESAL,BACLOFEN,AMNEAL,1992-06-17,PRIORITY,True,BACLOFEN,True,
020076,1,NDA,HABITROL,NICOTINE,DR REDDYS LABS SA,1991-11-27,STANDARD,False,NICOTINE,True,
020079,1,NDA,METHOTREXATE SODIUM,CALCIUM CHLORIDE; DEXTROSE; GLUTATHIONE DISULFIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM PHOSPHATE,EPIC PHARMA LLC,1991-11-27,STANDARD,False,CALCIUM CHLORIDE DEXTROSE GLUTATHIONE DISULFIDE MAGNESIUM CHLORIDE POTASSIUM CHLORIDE SODIUM BICARBONATE SODIUM CHLORIDE SODIUM PHOSPHATE,True,
020080,1,NDA,IMITREX; IMITREX STATDOSE,SUMATRIPTAN SUCCINATE,GLAXOSMITHKLINE,1992-12-28,PRIORITY,False,SUMATRIPTAN SUCCINATE,True,
020083,1,NDA,SPORANOX,ITRACONAZOLE,JANSSEN PHARMS,1992-09-11,PRIORITY,False,ITRACONAZOLE,True,
020084,1,NDA,IOBENGUANE SULFATE I 131,IOBENGUANE SULFATE I-131,PHARMALUCENCE,1994-03-25,PRIORITY,False,IOBENGUANE SULFATE I 131,True,
020087,1,NDA,FLOXIN; FLOXIN IN DEXTROSE 5%; FLOXIN IN DEXTROSE 5% IN PLASTIC CONTAINER,OFLOXACIN,ORTHO MCNEIL PHARM,1992-03-31,STANDARD,False,OFLOXACIN,True,
020088,1,NDA,NORPLANT SYSTEM IN PLASTIC CONTAINER,LEVONORGESTREL,WYETH PHARMS INC,1990-12-10,PRIORITY,False,LEVONORGESTREL,True,
020089,1,NDA,ZOVIRAX,ACYCLOVIR,PHARMOBEDIENT,1991-04-30,STANDARD,False,ACYCLOVIR,True,
020090,1,NDA,DIFLUCAN,FLUCONAZOLE,PFIZER,1993-12-23,STANDARD,False,FLUCONAZOLE,True,
020091,1,NDA,IMAGENT,PERFLUBRON,ALLIANCE PHARM,1993-08-13,PRIORITY,False,PERFLUBRON,True,
020092,1,NDA,DILACOR XR,DILTIAZEM HYDROCHLORIDE,ALLERGAN,1992-05-29,STANDARD,False,DILTIAZEM HYDROCHLORIDE,True,
020095,1,NDA,ZANTAC 150; ZANTAC 300,RANITIDINE HYDROCHLORIDE,GLAXOSMITHKLINE,1994-03-08,STANDARD,False,RANITIDINE HYDROCHLORIDE,True,
020098,1,NDA,MIVACRON; MIVACRON IN DEXTROSE 5% IN PLASTIC CONTAINER,MIVACURIUM CHLORIDE,ABBVIE,1992-01-22,PRIORITY,False,MIVACURIUM CHLORIDE,True,
020101,1,NDA,PROZAC,FLUOXETINE HYDROCHLORIDE,LILLY,1991-04-24,PRIORITY,False,FLUOXETINE HYDROCHLORIDE,True,
020103,1,NDA,ZOFRAN,ONDANSETRON HYDROCHLORIDE,SANDOZ,1992-12-31,PRIORITY,False,ONDANSETRON HYDROCHLORIDE,True,
020105,1,NDA,TRIOSTAT,LIOTHYRONINE SODIUM,PH HEALTH,1991-12-31,PRIORITY,True,LIOTHYRONINE SODIUM,True,
020107,1,NDA,NOVAMINE 15% SULFITE FREE IN PLASTIC CONTAINER,AMINO ACIDS,BAXTER HLTHCARE,1993-02-05,STANDARD,False,AMINO ACIDS,True,
020109,1,,,,,1992-02-26,STANDARD,True,,True,
020111,1,NDA,CHLORHEXIDINE GLUCONATE,CHLORHEXIDINE GLUCONATE,BAJAJ,1997-09-11,STANDARD,False,CHLORHEXIDINE GLUCONATE,True,
020114,1,NDA,ASTELIN,AZELASTINE HYDROCHLORIDE,RISING,1996-11-01,STANDARD,False,AZELASTINE HYDROCHLORIDE,True,
020118,1,NDA,SUPRANE,DESFLURANE,BAXTER HLTHCARE,1992-09-18,STANDARD,False,DESFLURANE,True,
020119,1,NDA,VUMON,TENIPOSIDE,HQ SPECLT PHARMA,1992-07-14,PRIORITY,True,TENIPOSIDE,True,
020120,1,NDA,ALLERNAZE,TRIAMCINOLONE ACETONIDE,LUPIN ATLANTIS,2000-02-04,STANDARD,False,TRIAMCINOLONE ACETONIDE,True,
020121,1,NDA,FLONASE,FLUTICASONE PROPIONATE,HALEON US HOLDINGS,1994-10-19,STANDARD,False,FLUTICASONE PROPIONATE,True,
020122,1,NDA,NIPENT,PENTOSTATIN,HOSPIRA INC,1991-10-11,PRIORITY,True,PENTOSTATIN,True,
020123,1,NDA,OMNISCAN,GADODIAMIDE,GE HEALTHCARE,1993-01-08,STANDARD,False,GADODIAMIDE,True,
020124,1,NDA,DIAZEPAM,DIAZEPAM,US ARMY,1990-12-05,STANDARD,False,DIAZEPAM,True,
020125,1,NDA,ACCURETIC,HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE,PFIZER PHARMS,1999-12-28,STANDARD,False,HYDROCHLOROTHIAZIDE QUINAPRIL HYDROCHLORIDE,True,
020126,1,NDA,ZONALON,DOXEPIN HYDROCHLORIDE,MYLAN,1994-04-01,STANDARD,False,DOXEPIN HYDROCHLORIDE,True,
020130,1,NDA,ESTROSTEP 21; ESTROSTEP FE,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,APIL,1996-10-09,STANDARD,False,ETHINYL ESTRADIOL NORETHINDRONE ACETATE,True,
020131,1,NDA,PROHANCE,GADOTERIDOL,BRACCO,1992-11-16,STANDARD,False,GADOTERIDOL,True,
020132,1,NDA,IMITREX,SUMATRIPTAN SUCCINATE,GLAXOSMITHKLINE,1995-06-01,STANDARD,False,SUMATRIPTAN SUCCINATE,True,
020134,1,NDA,METASTRON,STRONTIUM CHLORIDE SR-89,Q BIOMED,1993-06-18,PRIORITY,False,STRONTIUM CHLORIDE SR 89,True,
020135,1,NDA,MOTRIN,IBUPROFEN,MCNEIL PED,1994-11-16,STANDARD,False,IBUPROFEN,True,
020136,1,NDA,DEMADEX,TORSEMIDE,PHARMOBEDIENT,1993-08-23,STANDARD,False,TORSEMIDE,True,
020137,1,NDA,DEMADEX,TORSEMIDE,ROCHE,1993-08-23,STANDARD,False,TORSEMIDE,True,
020140,1,NDA,FUSILEV,LEVOLEUCOVORIN CALCIUM,ACROTECH BIOPHARMA,2008-03-07,STANDARD,True,LEVOLEUCOVORIN CALCIUM,True,
020142,1,NDA,CATAFLAM,DICLOFENAC POTASSIUM,NOVARTIS,1993-11-24,STANDARD,False,DICLOFENAC POTASSIUM,True,
020144,1,NDA,TRANSDERM-NITRO,NITROGLYCERIN,NOVARTIS,1981-10-19,OTHER/UNKNOWN,False,NITROGLYCERIN,True,
020145,1,NDA,NITRO-DUR,NITROGLYCERIN,USPHARMA,1985-12-10,OTHER/UNKNOWN,False,NITROGLYCERIN,True,
020146,1,,,,,1981-10-23,STANDARD,False,,True,
020147,1,NDA,TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 10% IN PLASTIC CONTAINER; TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 15% IN PLASTIC CONTAINER; TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 20% IN PLASTIC CONTAINER; TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 25% IN PLASTIC CONTAINER; TRAVASOL 2.75% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 5% IN PLASTIC CONTAINER; TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 10% IN PLASTIC CONTAINER; TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 15% IN PLASTIC CONTAINER; TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 20% IN PLASTIC CONTAINER; TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 25% IN PLASTIC CONTAINER; TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 5% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",BAXTER HLTHCARE,1995-10-23,STANDARD,False,AMINO ACIDS DEXTROSE MAGNESIUM CHLORIDE POTASSIUM PHOSPHATE DIBASIC SODIUM ACETATE SODIUM CHLORIDE,True,
020148,1,NDA,MIGRANAL,DIHYDROERGOTAMINE MESYLATE,BAUSCH,1997-12-08,STANDARD,False,DIHYDROERGOTAMINE MESYLATE,True,
020150,1,,,,,1992-04-22,MISSING,False,,True,
020151,1,NDA,EFFEXOR,VENLAFAXINE HYDROCHLORIDE,WYETH PHARMS INC,1993-12-28,STANDARD,False,VENLAFAXINE HYDROCHLORIDE,True,
020152,1,NDA,SERZONE,NEFAZODONE HYDROCHLORIDE,BRISTOL MYERS SQUIBB,1994-12-22,STANDARD,False,NEFAZODONE HYDROCHLORIDE,True,
020154,1,NDA,VIDEX,DIDANOSINE,BRISTOL MYERS SQUIBB,1991-10-09,PRIORITY,False,DIDANOSINE,True,
020155,1,NDA,VIDEX,DIDANOSINE,BRISTOL MYERS SQUIBB,1991-10-09,PRIORITY,False,DIDANOSINE,True,
020156,1,NDA,VIDEX,DIDANOSINE,BRISTOL,1991-10-09,PRIORITY,False,DIDANOSINE,True,
020161,1,NDA,POTASSIUM CHLORIDE 10MEQ IN PLASTIC CONTAINER; POTASSIUM CHLORIDE 20MEQ IN PLASTIC CONTAINER; POTASSIUM CHLORIDE 30MEQ IN PLASTIC CONTAINER; POTASSIUM CHLORIDE 40MEQ IN PLASTIC CONTAINER,POTASSIUM CHLORIDE,OTSUKA ICU MEDCL,1992-11-30,STANDARD,False,POTASSIUM CHLORIDE,True,
020162,1,BLA,ACTHREL,CORTICORELIN OVINE TRIFLUTATE,FERRING,1996-05-23,PRIORITY,True,CORTICORELIN OVINE TRIFLUTATE,True,
020163,1,NDA,DIANEAL PD-2 W/ DEXTROSE 1.5% IN PLASTIC CONTAINER; DIANEAL PD-2 W/ DEXTROSE 2.5% IN PLASTIC CONTAINER; DIANEAL PD-2 W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,VANTIVE US HLTHCARE,1992-12-04,STANDARD,False,CALCIUM CHLORIDE DEXTROSE MAGNESIUM CHLORIDE SODIUM CHLORIDE SODIUM LACTATE,True,
020164,1,NDA,LOVENOX; LOVENOX (PRESERVATIVE FREE),ENOXAPARIN SODIUM,SANOFI AVENTIS US,1993-03-29,PRIORITY,False,ENOXAPARIN SODIUM,True,
020165,1,NDA,NICODERM CQ,NICOTINE,CHATTEM SANOFI,1991-11-07,STANDARD,False,NICOTINE,True,
020166,1,NDA,SODIUM THIOSULFATE,SODIUM THIOSULFATE,US ARMY,1992-02-14,STANDARD,False,SODIUM THIOSULFATE,True,
020167,1,ANDA,ESTRADIOL,ESTRADIOL,MYLAN PHARMS INC,2014-12-19,OTHER/UNKNOWN,False,ESTRADIOL,True,
020168,1,BLA,NUTROPIN,SOMATROPIN,GENENTECH,1993-11-17,STANDARD,True,SOMATROPIN,True,
020169,1,NDA,NILANDRON,NILUTAMIDE,ADVANZ PHARMA,1996-09-19,STANDARD,False,NILUTAMIDE,True,
020171,1,NDA,DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER; DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER; DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,FRESENIUS MEDCL,1992-08-19,STANDARD,False,CALCIUM CHLORIDE DEXTROSE MAGNESIUM CHLORIDE SODIUM CHLORIDE SODIUM LACTATE,True,
020173,1,NDA,TRAVASOL 5.5% SULFITE FREE W/ ELECTROLYTES IN PLASTIC CONTAINER; TRAVASOL 8.5% SULFITE FREE W/ ELECTROLYTES IN PLASTIC CONTAINER,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",BAXTER HLTHCARE,1995-10-27,STANDARD,False,AMINO ACIDS MAGNESIUM CHLORIDE POTASSIUM PHOSPHATE DIBASIC SODIUM ACETATE SODIUM CHLORIDE,True,
020176,1,NDA,VITAPED,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PANTOTHENIC ACID; PHYTONADIONE; PYRIDOXINE; RIBOFLAVIN; THIAMINE; VITAMIN A PALMITATE; VITAMIN E,HOSPIRA,1993-12-29,PRIORITY,False,ASCORBIC ACID BIOTIN CYANOCOBALAMIN ERGOCALCIFEROL FOLIC ACID NIACINAMIDE PANTOTHENIC ACID PHYTONADIONE PYRIDOXINE RIBOFLAVIN THIAMINE VITAMIN A PALMITATE VITAMIN E,True,
020177,1,NDA,TRAVASOL 3.5% SULFITE FREE W/ ELECTROLYTES IN PLASTIC CONTAINER,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",BAXTER HLTHCARE,1995-10-23,STANDARD,False,AMINO ACIDS MAGNESIUM CHLORIDE POTASSIUM PHOSPHATE DIBASIC SODIUM ACETATE SODIUM CHLORIDE,True,
020178,1,NDA,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SODIUM CHLORIDE,BAXTER HLTHCARE,1992-12-07,STANDARD,False,SODIUM CHLORIDE,True,
020179,1,NDA,DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE,BAXTER HLTHCARE,1992-12-07,STANDARD,False,DEXTROSE,True,
020180,1,NDA,PROSCAR,FINASTERIDE,ORGANON,1992-06-19,PRIORITY,False,FINASTERIDE,True,
020181,1,NDA,LIPOSYN III 30%,SOYBEAN OIL,HOSPIRA,1998-01-13,STANDARD,False,SOYBEAN OIL,True,
020182,1,NDA,CARNITOR,LEVOCARNITINE,LEADIANT BIOSCI INC,1992-12-16,PRIORITY,True,LEVOCARNITINE,True,
020183,1,NDA,DIANEAL LOW CALCIUM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER; DIANEAL LOW CALCIUM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER; DIANEAL LOW CALCIUM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER; DIANEAL LOW CALCIUM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,VANTIVE US HLTHCARE,1992-12-04,STANDARD,False,CALCIUM CHLORIDE DEXTROSE MAGNESIUM CHLORIDE SODIUM CHLORIDE SODIUM LACTATE,True,
020184,1,NDA,ACEON,PERINDOPRIL ERBUMINE,SYMPLMED PHARMS LLC,1993-12-30,STANDARD,False,PERINDOPRIL ERBUMINE,True,
020186,1,NDA,ZIAC,BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE,TEVA BRANDED PHARM,1993-03-26,STANDARD,False,BISOPROLOL FUMARATE HYDROCHLOROTHIAZIDE,True,
020187,1,,,,,1994-02-28,STANDARD,False,,True,
020189,1,NDA,FELBATOL,FELBAMATE,MYLAN SPECIALITY LP,1993-07-29,PRIORITY,True,FELBAMATE,True,
020191,1,NDA,ALOMIDE,LODOXAMIDE TROMETHAMINE,NOVARTIS,1993-09-23,STANDARD,True,LODOXAMIDE TROMETHAMINE,True,
020192,1,NDA,LAMISIL,TERBINAFINE HYDROCHLORIDE,NOVARTIS,1992-12-30,STANDARD,False,TERBINAFINE HYDROCHLORIDE,True,
020193,1,NDA,ELMIRON,PENTOSAN POLYSULFATE SODIUM,JANSSEN PHARMS,1996-09-26,STANDARD,True,PENTOSAN POLYSULFATE SODIUM,True,
020195,1,NDA,FENTANYL,FENTANYL CITRATE,CEPHALON,1993-10-04,PRIORITY,False,FENTANYL CITRATE,True,
020198,1,NDA,ADALAT CC,NIFEDIPINE,NORWICH,1993-04-21,STANDARD,False,NIFEDIPINE,True,
020199,1,NDA,HIVID,ZALCITABINE,ROCHE,1992-06-19,PRIORITY,True,ZALCITABINE,True,
020200,1,NDA,NALBUPHINE HYDROCHLORIDE,NALBUPHINE HYDROCHLORIDE,ABBVIE,1993-03-12,STANDARD,False,NALBUPHINE HYDROCHLORIDE,True,
020201,1,NDA,DOBUTAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER,DOBUTAMINE HYDROCHLORIDE,HOSPIRA,1993-09-27,STANDARD,False,DOBUTAMINE HYDROCHLORIDE,True,
020204,1,NDA,ALEVE,NAPROXEN SODIUM,BAYER,1994-01-11,STANDARD,False,NAPROXEN SODIUM,True,
020205,1,NDA,PSORCON,DIFLORASONE DIACETATE,TARO PHARMS NORTH,1992-11-20,STANDARD,False,DIFLORASONE DIACETATE,True,
020207,1,NDA,ALKERAN,MELPHALAN HYDROCHLORIDE,APOTEX,1992-11-18,PRIORITY,True,MELPHALAN HYDROCHLORIDE,True,
020208,1,NDA,METROGEL-VAGINAL,METRONIDAZOLE,BAUSCH,1992-08-17,STANDARD,False,METRONIDAZOLE,True,
020209,1,NDA,OXISTAT,OXICONAZOLE NITRATE,ANI PHARMS,1992-09-30,STANDARD,False,OXICONAZOLE NITRATE,True,
020210,1,NDA,PROPULSID,CISAPRIDE MONOHYDRATE,JANSSEN PHARMS,1993-07-29,STANDARD,False,CISAPRIDE MONOHYDRATE,True,
020212,1,NDA,ZINECARD,DEXRAZOXANE HYDROCHLORIDE,PFIZER,1995-05-26,PRIORITY,True,DEXRAZOXANE HYDROCHLORIDE,True,
020213,1,NDA,MIOCHOL-E,ACETYLCHOLINE CHLORIDE,BAUSCH AND LOMB,1993-09-22,STANDARD,False,ACETYLCHOLINE CHLORIDE,True,
020214,1,NDA,ZEMURON,ROCURONIUM BROMIDE,ORGANON USA INC,1994-03-17,STANDARD,False,ROCURONIUM BROMIDE,True,
020215,1,NDA,MONOKET,ISOSORBIDE MONONITRATE,OMNIVIUM PHARMS,1993-06-30,STANDARD,False,ISOSORBIDE MONONITRATE,True,
020216,1,NDA,PREMARIN,"ESTROGENS, CONJUGATED",WYETH PHARMS,1978-10-16,OTHER/UNKNOWN,False,ESTROGENS CONJUGATED,True,
020219,1,NDA,LIVOSTIN,LEVOCABASTINE HYDROCHLORIDE,NOVARTIS,1993-11-10,PRIORITY,False,LEVOCABASTINE HYDROCHLORIDE,True,
020220,1,NDA,ULTRAVIST 150; ULTRAVIST 240; ULTRAVIST 300; ULTRAVIST 300 IN PLASTIC CONTAINER; ULTRAVIST 370,IOPROMIDE,BAYER HLTHCARE,1995-05-10,STANDARD,False,IOPROMIDE,True,
020221,1,NDA,ETHYOL,AMIFOSTINE,COSETTE,1995-12-08,PRIORITY,True,AMIFOSTINE,True,
020222,1,NDA,COLESTID,COLESTIPOL HYDROCHLORIDE,PFIZER,1994-07-19,PRIORITY,False,COLESTIPOL HYDROCHLORIDE,True,
020223,1,,,,,1993-09-29,STANDARD,False,,True,
020225,1,NDA,IMDUR,ISOSORBIDE MONONITRATE,SCHERING PLOUGH,1993-08-12,STANDARD,False,ISOSORBIDE MONONITRATE,True,
020226,1,NDA,NAPHCON-A,NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE,ALCON,1994-06-08,STANDARD,False,NAPHAZOLINE HYDROCHLORIDE PHENIRAMINE MALEATE,True,
020228,1,NDA,ATROVENT,IPRATROPIUM BROMIDE,BOEHRINGER INGELHEIM,1993-09-29,PRIORITY,False,IPRATROPIUM BROMIDE,True,
020229,1,NDA,LEUSTATIN,CLADRIBINE,JANSSEN PHARMS,1993-02-26,STANDARD,False,CLADRIBINE,True,
020231,1,NDA,COLGATE TOTAL,SODIUM FLUORIDE; TRICLOSAN,COLGATE PALMOLIVE,1997-07-11,STANDARD,False,SODIUM FLUORIDE TRICLOSAN,True,
020232,1,NDA,FIORICET W/ CODEINE,ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE,ACTAVIS LABS UT INC,1992-07-30,STANDARD,False,ACETAMINOPHEN BUTALBITAL CAFFEINE CODEINE PHOSPHATE,True,
020233,1,NDA,RHINOCORT,BUDESONIDE,ASTRAZENECA,1994-02-14,STANDARD,False,BUDESONIDE,True,
020234,1,NDA,TEGRETOL-XR,CARBAMAZEPINE,NOVARTIS,1996-03-25,STANDARD,False,CARBAMAZEPINE,True,
020235,1,NDA,NEURONTIN,GABAPENTIN,VIATRIS,1993-12-30,PRIORITY,False,GABAPENTIN,True,
020236,1,NDA,SEREVENT,SALMETEROL XINAFOATE,GLAXOSMITHKLINE,1994-02-04,PRIORITY,False,SALMETEROL XINAFOATE,True,
020237,1,NDA,SALAGEN,PILOCARPINE HYDROCHLORIDE,ADVANZ PHARMA,1994-03-22,PRIORITY,True,PILOCARPINE HYDROCHLORIDE,True,
020238,1,NDA,TAGAMET HB,CIMETIDINE,MEDTECH PRODUCTS,1995-06-19,STANDARD,False,CIMETIDINE,True,
020239,1,NDA,KYTRIL,GRANISETRON HYDROCHLORIDE,ROCHE,1993-12-29,STANDARD,False,GRANISETRON HYDROCHLORIDE,True,
020241,1,NDA,LAMICTAL,LAMOTRIGINE,GLAXOSMITHKLINE LLC,1994-12-27,PRIORITY,False,LAMOTRIGINE,True,
020243,1,NDA,LUVOX,FLUVOXAMINE MALEATE,SOLVAY,1994-12-05,STANDARD,False,FLUVOXAMINE MALEATE,True,
