appl_no,submission_no,appl_type,drug_name,active_ingredient,sponsor_name,approval_date,review_priority_group,orphan_designation,active_ingredient_norm,needs_manual_controlled_substance_flag,arcos_merge_notes
020246,1,NDA,DEPO-PROVERA,MEDROXYPROGESTERONE ACETATE,PFIZER,1992-10-29,PRIORITY,False,MEDROXYPROGESTERONE ACETATE,True,
020248,1,NDA,INTRALIPID 20%,SOYBEAN OIL,FRESENIUS,1996-08-07,STANDARD,False,SOYBEAN OIL,True,
020249,1,NDA,PEPCID PRESERVATIVE FREE IN PLASTIC CONTAINER,FAMOTIDINE,MERCK SHARP DOHME,1994-02-18,STANDARD,False,FAMOTIDINE,True,
020250,1,NDA,HALFAN,HALOFANTRINE HYDROCHLORIDE,GLAXOSMITHKLINE,1992-07-24,PRIORITY,True,HALOFANTRINE HYDROCHLORIDE,True,
020251,1,NDA,ZANTAC 150; ZANTAC 25,RANITIDINE HYDROCHLORIDE,GLAXO GRP LTD,1994-03-31,STANDARD,False,RANITIDINE HYDROCHLORIDE,True,
020254,1,NDA,VOLTAREN-XR,DICLOFENAC SODIUM,NOVARTIS,1996-03-08,STANDARD,False,DICLOFENAC SODIUM,True,
020255,1,NDA,DOBUTAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER,DOBUTAMINE HYDROCHLORIDE,BAXTER HLTHCARE,1993-09-27,STANDARD,False,DOBUTAMINE HYDROCHLORIDE,True,
020256,1,NDA,NEUROLITE,TECHNETIUM TC-99M BICISATE KIT,SHINE,1994-11-23,STANDARD,False,TECHNETIUM TC 99M BICISATE KIT,True,
020258,1,NDA,IOPIDINE,APRACLONIDINE HYDROCHLORIDE,HARROW EYE,1993-07-30,PRIORITY,False,APRACLONIDINE HYDROCHLORIDE,True,
020259,1,NDA,MEPRON,ATOVAQUONE,GLAXOSMITHKLINE LLC,1992-11-25,PRIORITY,True,ATOVAQUONE,True,
020261,1,NDA,LESCOL,FLUVASTATIN SODIUM,NOVARTIS,1993-12-31,STANDARD,False,FLUVASTATIN SODIUM,True,
020262,1,NDA,TAXOL,PACLITAXEL,HQ SPCLT PHARMA,1992-12-29,PRIORITY,True,PACLITAXEL,True,
020263,1,NDA,LUPRON DEPOT-PED KIT,LEUPROLIDE ACETATE,ABBVIE ENDOCRINE INC,1993-04-16,STANDARD,True,LEUPROLIDE ACETATE,True,
020264,1,NDA,MEGACE,MEGESTROL ACETATE,BRISTOL MYERS SQUIBB,1993-09-10,STANDARD,True,MEGESTROL ACETATE,True,
020267,1,NDA,JUNIOR STRENGTH ADVIL,IBUPROFEN,HALEON US HOLDINGS,1996-12-13,STANDARD,False,IBUPROFEN,True,
020269,1,NDA,DOBUTAMINE HYDROCHLORIDE IN DEXTROSE 5%,DOBUTAMINE HYDROCHLORIDE,HOSPIRA,1993-09-27,STANDARD,False,DOBUTAMINE HYDROCHLORIDE,True,
020272,1,NDA,RISPERDAL,RISPERIDONE,JANSSEN PHARMS,1993-12-29,PRIORITY,False,RISPERIDONE,True,
020273,1,NDA,DOVONEX,CALCIPOTRIENE,LEO PHARMA AS,1993-12-29,STANDARD,False,CALCIPOTRIENE,True,
020279,1,NDA,DERMATOP E EMOLLIENT,PREDNICARBATE,VALEANT BERMUDA,1993-10-29,STANDARD,False,PREDNICARBATE,True,
020280,1,BLA,GENOTROPIN; GENOTROPIN PRESERVATIVE FREE,SOMATROPIN,PHARMACIA,1995-08-24,STANDARD,False,SOMATROPIN,True,
020281,1,NDA,ULTRAM,TRAMADOL HYDROCHLORIDE,JANSSEN PHARMS,1995-03-03,STANDARD,False,TRAMADOL HYDROCHLORIDE,True,
020283,1,,,,,1994-01-07,STANDARD,False,,True,
020284,1,,,,,1994-01-07,STANDARD,False,,True,
020286,1,NDA,MONOPRIL-HCT,FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE,BRISTOL MYERS SQUIBB,1994-11-30,STANDARD,False,FOSINOPRIL SODIUM HYDROCHLOROTHIAZIDE,True,
020287,1,NDA,FRAGMIN,DALTEPARIN SODIUM,PFIZER,1994-12-22,STANDARD,False,DALTEPARIN SODIUM,True,
020288,1,NDA,MONISTAT 7 COMBINATION PACK,MICONAZOLE NITRATE,MEDTECH PRODUCTS,1993-04-26,STANDARD,False,MICONAZOLE NITRATE,True,
020289,1,NDA,GYNE-LOTRIMIN COMBINATION PACK,CLOTRIMAZOLE,BAYER HEALTHCARE LLC,1993-04-26,STANDARD,False,CLOTRIMAZOLE,True,
020291,1,NDA,COMBIVENT,ALBUTEROL SULFATE; IPRATROPIUM BROMIDE,BOEHRINGER INGELHEIM,1996-10-24,STANDARD,False,ALBUTEROL SULFATE IPRATROPIUM BROMIDE,True,
020292,1,NDA,FERRISELTZ,FERRIC AMMONIUM CITRATE,OTSUKA,1997-10-14,STANDARD,False,FERRIC AMMONIUM CITRATE,True,
020297,1,NDA,COREG,CARVEDILOL,WAYLIS THERAP,1995-09-14,STANDARD,False,CARVEDILOL,True,
020298,1,NDA,ALOPRIM,ALLOPURINOL SODIUM,MYLAN,1996-05-17,PRIORITY,True,ALLOPURINOL SODIUM,True,
020299,1,,,,,1994-01-07,STANDARD,False,,True,
020300,1,,,,,1994-01-07,STANDARD,False,,True,
020301,1,NDA,ORTHO-CEPT,DESOGESTREL; ETHINYL ESTRADIOL,JANSSEN PHARMS,1992-12-14,STANDARD,False,DESOGESTREL ETHINYL ESTRADIOL,True,
020303,1,NDA,PREMPHASE (PREMARIN;CYCRIN 14/14); PREMPRO (PREMARIN;CYCRIN),"ESTROGENS, CONJUGATED; MEDROXYPROGESTERONE ACETATE",WYETH PHARMS INC,1994-12-30,STANDARD,False,ESTROGENS CONJUGATED MEDROXYPROGESTERONE ACETATE,True,
020304,1,BLA,TRASYLOL,APROTININ,BAYER HLTHCARE,1993-12-29,PRIORITY,True,APROTININ,True,
020305,1,NDA,KYTRIL,GRANISETRON HYDROCHLORIDE,ROCHE,1995-03-16,STANDARD,False,GRANISETRON HYDROCHLORIDE,True,
020306,1,NDA,FLUDEOXYGLUCOSE F18,FLUDEOXYGLUCOSE F-18,DOWNSTATE CLINCL,1994-08-19,PRIORITY,False,FLUDEOXYGLUCOSE F 18,True,
020309,1,NDA,MAGNESIUM SULFATE IN PLASTIC CONTAINER,MAGNESIUM SULFATE,HOSPIRA,1994-06-24,STANDARD,False,MAGNESIUM SULFATE,True,
020310,1,NDA,NIZORAL ANTI-DANDRUFF,KETOCONAZOLE,KRAMER,1997-10-10,STANDARD,False,KETOCONAZOLE,True,
020312,1,NDA,UNIVASC,MOEXIPRIL HYDROCHLORIDE,UCB INC,1995-04-19,STANDARD,False,MOEXIPRIL HYDROCHLORIDE,True,
020313,1,NDA,MIACALCIN,CALCITONIN SALMON,PHARMOBEDIENT,1995-08-17,STANDARD,False,CALCITONIN SALMON,True,
020314,1,NDA,OCTREOSCAN,INDIUM IN-111 PENTETREOTIDE KIT,CURIUM,1994-06-02,PRIORITY,False,INDIUM IN 111 PENTETREOTIDE KIT,True,
020315,1,NDA,ORLAAM,LEVOMETHADYL ACETATE HYDROCHLORIDE,ROXANE,1993-07-09,PRIORITY,True,LEVOMETHADYL ACETATE HYDROCHLORIDE,True,
020316,1,NDA,OXILAN-300; OXILAN-350,IOXILAN,GUERBET,1995-12-21,STANDARD,False,IOXILAN,True,
020320,1,,,,,1995-05-26,STANDARD,False,,True,
020322,1,,,,,1994-06-30,PRIORITY,False,,True,
020323,1,NDA,VIVELLE,ESTRADIOL,SANDOZ,1994-10-28,STANDARD,False,ESTRADIOL,True,
020325,1,NDA,PEPCID AC,FAMOTIDINE,KENVUE BRANDS,1995-04-28,STANDARD,False,FAMOTIDINE,True,
020326,1,NDA,NEUTREXIN,TRIMETREXATE GLUCURONATE,MEDIMMUNE ONCOLOGY,1993-12-17,PRIORITY,True,TRIMETREXATE GLUCURONATE,True,
020327,1,NDA,ISOVUE-200; ISOVUE-250; ISOVUE-300; ISOVUE-370,IOPAMIDOL,BRACCO,1994-10-12,STANDARD,False,IOPAMIDOL,True,
020328,1,BLA,HUMEGON,MENOTROPINS (FSH;LH),ORGANON USA INC,1994-09-01,STANDARD,False,MENOTROPINS FSH LH,True,
020329,1,NDA,GLUCOTROL XL,GLIPIZIDE,PFIZER,1994-04-26,STANDARD,False,GLIPIZIDE,True,
020330,1,NDA,TIMOPTIC-XE,TIMOLOL MALEATE,BAUSCH AND LOMB INC,1993-11-04,STANDARD,False,TIMOLOL MALEATE,True,
020333,1,NDA,AGRYLIN,ANAGRELIDE HYDROCHLORIDE,TAKEDA PHARMS USA,1997-03-14,PRIORITY,True,ANAGRELIDE HYDROCHLORIDE,True,
020334,1,NDA,FLAGYL,METRONIDAZOLE,PFIZER,1995-05-03,STANDARD,False,METRONIDAZOLE,True,
020336,1,NDA,DYNACIRC CR,ISRADIPINE,GLAXOSMITHKLINE LLC,1994-06-01,STANDARD,False,ISRADIPINE,True,
020337,1,NDA,TEMOVATE,CLOBETASOL PROPIONATE,FOUGERA PHARMS,1994-04-29,STANDARD,False,CLOBETASOL PROPIONATE,True,
020338,1,NDA,DIFFERIN,ADAPALENE,GALDERMA LABS LP,1996-05-31,STANDARD,False,ADAPALENE,True,
020340,1,NDA,TEMOVATE E,CLOBETASOL PROPIONATE,FOUGERA PHARMS,1994-06-17,STANDARD,False,CLOBETASOL PROPIONATE,True,
020343,1,NDA,PRIMACOR IN DEXTROSE 5% IN PLASTIC CONTAINER,MILRINONE LACTATE,SANOFI AVENTIS US,1994-08-09,STANDARD,False,MILRINONE LACTATE,True,
020344,1,,,,,1996-04-29,MISSING,False,,True,
020345,1,ANDA,AMINOSYN-HF 8%,AMINO ACIDS,ICU MEDICAL INC,1996-04-04,STANDARD,False,AMINO ACIDS,True,
020346,1,NDA,ZYRTEC,CETIRIZINE HYDROCHLORIDE,J AND J CONSUMER INC,1996-09-27,STANDARD,False,CETIRIZINE HYDROCHLORIDE,True,
020347,1,NDA,HYTRIN,TERAZOSIN HYDROCHLORIDE,ABBOTT,1994-12-14,STANDARD,False,TERAZOSIN HYDROCHLORIDE,True,
020351,1,NDA,VISIPAQUE 270; VISIPAQUE 320,IODIXANOL,GE HEALTHCARE,1996-03-22,STANDARD,False,IODIXANOL,True,
020353,1,NDA,NAPRELAN,NAPROXEN SODIUM,TWI PHARMS,1996-01-05,STANDARD,False,NAPROXEN SODIUM,True,
020355,1,NDA,STIMATE; STIMATE (NEEDS NO REFRIGERATION),DESMOPRESSIN ACETATE,FERRING PHARMS INC,1994-03-07,STANDARD,True,DESMOPRESSIN ACETATE,True,
020356,1,NDA,SULAR,NISOLDIPINE,COVIS,1995-02-02,STANDARD,False,NISOLDIPINE,True,
020357,1,NDA,GLUCOPHAGE,METFORMIN HYDROCHLORIDE,EMD SERONO INC,1995-03-03,PRIORITY,False,METFORMIN HYDROCHLORIDE,True,
020358,1,NDA,WELLBUTRIN SR,BUPROPION HYDROCHLORIDE,GLAXOSMITHKLINE,1996-10-04,STANDARD,False,BUPROPION HYDROCHLORIDE,True,
020360,1,ANDA,HEPATASOL 8%,AMINO ACIDS,BAXTER HLTHCARE,1996-04-04,STANDARD,False,AMINO ACIDS,True,
020363,1,NDA,FAMVIR,FAMCICLOVIR,NOVARTIS,1994-06-29,STANDARD,False,FAMCICLOVIR,True,
020364,1,NDA,LOTREL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,SANDOZ,1995-03-03,STANDARD,False,AMLODIPINE BESYLATE BENAZEPRIL HYDROCHLORIDE,True,
020367,1,BLA,CEREZYME,IMIGLUCERASE,GENZYME,1994-05-23,PRIORITY,True,IMIGLUCERASE,True,
020369,1,NDA,CILOXAN,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1998-03-30,STANDARD,False,CIPROFLOXACIN HYDROCHLORIDE,True,
020371,1,,,,,1995-02-06,STANDARD,False,,True,
020372,1,NDA,MYOVIEW; MYOVIEW 30ML,TECHNETIUM TC-99M TETROFOSMIN KIT,MEDI-PHYSICS,1996-02-09,STANDARD,False,TECHNETIUM TC 99M TETROFOSMIN KIT,True,
020374,1,ANDA,INPERSOL-LC/LM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER; INPERSOL-LC/LM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER; INPERSOL-LC/LM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER; INPERSOL-LC/LM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,FRESENIUS,1994-06-13,STANDARD,False,CALCIUM CHLORIDE DEXTROSE MAGNESIUM CHLORIDE SODIUM CHLORIDE SODIUM LACTATE,True,
020375,1,NDA,CLIMARA; MENOSTAR,ESTRADIOL,BAYER HLTHCARE,1994-12-22,STANDARD,False,ESTRADIOL,True,
020377,1,NDA,CORDARONE,AMIODARONE HYDROCHLORIDE,WYETH PHARMS INC,1995-08-03,STANDARD,True,AMIODARONE HYDROCHLORIDE,True,
020378,1,BLA,GONAL-F,FOLLITROPIN ALFA/BETA,EMD SERONO,1997-09-29,STANDARD,False,FOLLITROPIN ALFA BETA,True,
020379,1,NDA,CAVERJECT,ALPROSTADIL,PFIZER,1995-07-06,PRIORITY,False,ALPROSTADIL,True,
020380,1,NDA,DIFFERIN,ADAPALENE,GALDERMA LABS LP,1996-05-31,STANDARD,False,ADAPALENE,True,
020381,1,NDA,NIASPAN; NIASPAN TITRATION STARTER PACK,NIACIN,ABBVIE,1997-07-28,STANDARD,False,NIACIN,True,
020385,1,NDA,NICOTROL,NICOTINE,PFIZER INC,1996-03-22,STANDARD,False,NICOTINE,True,
020386,1,NDA,COZAAR,LOSARTAN POTASSIUM,ORGANON,1995-04-14,STANDARD,False,LOSARTAN POTASSIUM,True,
020387,1,NDA,HYZAAR,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,ORGANON,1995-04-28,STANDARD,False,HYDROCHLOROTHIAZIDE LOSARTAN POTASSIUM,True,
020388,1,NDA,NAVELBINE,VINORELBINE TARTRATE,PIERRE FABRE,1994-12-23,PRIORITY,False,VINORELBINE TARTRATE,True,
020389,1,NDA,MYCELEX-7 COMBINATION PACK,CLOTRIMAZOLE,BAYER HEALTHCARE LLC,1994-06-23,STANDARD,False,CLOTRIMAZOLE,True,
020392,1,NDA,CYSTAGON,CYSTEAMINE BITARTRATE,MYLAN,1994-08-15,PRIORITY,True,CYSTEAMINE BITARTRATE,True,
020393,1,NDA,ATROVENT,IPRATROPIUM BROMIDE,BOEHRINGER INGELHEIM,1995-10-20,STANDARD,False,IPRATROPIUM BROMIDE,True,
020394,1,NDA,ATROVENT,IPRATROPIUM BROMIDE,BOEHRINGER INGELHEIM,1995-10-20,STANDARD,False,IPRATROPIUM BROMIDE,True,
020397,1,NDA,ZANAFLEX,TIZANIDINE HYDROCHLORIDE,LEGACY PHARMA USA,1996-11-27,STANDARD,True,TIZANIDINE HYDROCHLORIDE,True,
020398,1,NDA,PROPULSID,CISAPRIDE MONOHYDRATE,JANSSEN PHARMS,1995-09-15,STANDARD,False,CISAPRIDE MONOHYDRATE,True,
020400,1,NDA,AVITA,TRETINOIN,RISING,1998-01-29,STANDARD,False,TRETINOIN,True,
020401,1,NDA,TIAZAC,DILTIAZEM HYDROCHLORIDE,BAUSCH,1995-09-11,STANDARD,False,DILTIAZEM HYDROCHLORIDE,True,
020402,1,NDA,ADVIL LIQUI-GELS; ADVIL MIGRAINE LIQUI-GELS,IBUPROFEN,HALEON US HOLDINGS,1995-04-20,STANDARD,False,IBUPROFEN,True,
020403,1,NDA,ZOFRAN AND DEXTROSE IN PLASTIC CONTAINER,ONDANSETRON HYDROCHLORIDE,GLAXOSMITHKLINE,1995-01-31,STANDARD,False,ONDANSETRON HYDROCHLORIDE,True,
020404,1,NDA,AVITA,TRETINOIN,MYLAN PHARMS INC,1997-01-14,STANDARD,False,TRETINOIN,True,
020405,1,NDA,LANOXIN,DIGOXIN,ADVANZ PHARMA,1997-09-30,STANDARD,False,DIGOXIN,True,
020406,1,NDA,PREVACID,LANSOPRAZOLE,TAKEDA PHARMS USA,1995-05-10,STANDARD,False,LANSOPRAZOLE,True,
020408,1,NDA,TRUSOPT,DORZOLAMIDE HYDROCHLORIDE,MSD SUB MERCK,1994-12-09,PRIORITY,False,DORZOLAMIDE HYDROCHLORIDE,True,
020409,1,NDA,NASAREL,FLUNISOLIDE,TEVA BRANDED PHARM,1995-03-08,STANDARD,False,FLUNISOLIDE,True,
020410,1,NDA,GASTROMARK,FERUMOXSIL,AMAG PHARMS INC,1996-12-06,STANDARD,False,FERUMOXSIL,True,
020411,1,NDA,CERVIDIL,DINOPROSTONE,FERRING PHARMS INC,1995-03-30,STANDARD,False,DINOPROSTONE,True,
020412,1,NDA,ZERIT,STAVUDINE,BRISTOL,1994-06-24,PRIORITY,False,STAVUDINE,True,
020413,1,NDA,ZERIT,STAVUDINE,BRISTOL,1996-09-06,PRIORITY,False,STAVUDINE,True,
020414,1,NDA,PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE BROMIDE,US ARMY,2003-02-05,PRIORITY,False,PYRIDOSTIGMINE BROMIDE,True,
020415,1,NDA,REMERON,MIRTAZAPINE,ORGANON,1996-06-14,STANDARD,False,MIRTAZAPINE,True,
020416,1,NDA,FERIDEX I.V.,FERUMOXIDES,AMAG PHARMS INC,1996-08-30,STANDARD,False,FERUMOXIDES,True,
020417,1,NDA,FEMPATCH,ESTRADIOL,PARKE DAVIS,1996-12-03,STANDARD,False,ESTRADIOL,True,
020418,1,NDA,MOTRIN,IBUPROFEN,MCNEIL PED,1994-11-16,STANDARD,False,IBUPROFEN,True,
020420,1,NDA,GENESA,ARBUTAMINE HYDROCHLORIDE,GENSIA AUTOMEDICS,1997-09-12,STANDARD,False,ARBUTAMINE HYDROCHLORIDE,True,
020421,1,NDA,FEMSTAT 3,BUTOCONAZOLE NITRATE,BAYER,1995-12-21,STANDARD,False,BUTOCONAZOLE NITRATE,True,
020427,1,NDA,SABRIL,VIGABATRIN,LUNDBECK PHARMS LLC,2009-08-21,STANDARD,True,VIGABATRIN,True,
020428,1,NDA,AZELEX,AZELAIC ACID,ALMIRALL,1995-09-13,STANDARD,False,AZELAIC ACID,True,
020429,1,NDA,ORUDIS KT,KETOPROFEN,WYETH CONS,1995-10-06,STANDARD,False,KETOPROFEN,True,
020430,1,NDA,ORGARAN,DANAPAROID SODIUM,ASPEN GLOBAL INC,1996-12-24,STANDARD,False,DANAPAROID SODIUM,True,
020438,1,NDA,VESANOID,TRETINOIN,CHEPLAPHARM,1995-11-22,PRIORITY,True,TRETINOIN,True,
020439,1,NDA,BETIMOL,TIMOLOL,THEA PHARMA,1995-03-31,STANDARD,False,TIMOLOL,True,
020441,1,NDA,PULMICORT,BUDESONIDE,ASTRAZENECA,1997-06-24,STANDARD,False,BUDESONIDE,True,
020443,1,NDA,GEREF,SERMORELIN ACETATE,EMD SERONO INC,1997-09-26,STANDARD,True,SERMORELIN ACETATE,True,
020444,1,NDA,FLOLAN,EPOPROSTENOL SODIUM,GLAXOSMITHKLINE LLC,1995-09-20,PRIORITY,True,EPOPROSTENOL SODIUM,True,
020448,1,NDA,IMODIUM A-D EZ CHEWS,LOPERAMIDE HYDROCHLORIDE,J AND J CONSUMER INC,1997-07-24,STANDARD,False,LOPERAMIDE HYDROCHLORIDE,True,
020449,1,NDA,TAXOTERE,DOCETAXEL,SANOFI AVENTIS US,1996-05-14,PRIORITY,False,DOCETAXEL,True,
020450,1,NDA,CEREBYX,FOSPHENYTOIN SODIUM,PARKE DAVIS,1996-08-05,STANDARD,False,FOSPHENYTOIN SODIUM,True,
020451,1,NDA,PHOTOFRIN,PORFIMER SODIUM,PINNACLE BIOLGS,1995-12-27,PRIORITY,True,PORFIMER SODIUM,True,
020452,1,NDA,PARAPLATIN,CARBOPLATIN,CORDENPHARMA,2003-07-14,STANDARD,False,CARBOPLATIN,True,
020453,1,NDA,PANDEL,HYDROCORTISONE PROBUTATE,ANI PHARMS,1997-02-28,STANDARD,False,HYDROCORTISONE PROBUTATE,True,
020457,1,NDA,ETOPOPHOS PRESERVATIVE FREE,ETOPOSIDE PHOSPHATE,CHEPLAPHARM,1996-05-17,STANDARD,False,ETOPOSIDE PHOSPHATE,True,
020458,1,NDA,GALZIN,ZINC ACETATE,ETON,1997-01-28,STANDARD,True,ZINC ACETATE,True,
020459,1,NDA,REVEX,NALMEFENE HYDROCHLORIDE,HIKMA,1995-04-17,STANDARD,False,NALMEFENE HYDROCHLORIDE,True,
020460,1,NDA,CYTOVENE,GANCICLOVIR,ROCHE PALO,1994-12-22,PRIORITY,False,GANCICLOVIR,True,
020463,1,NDA,NASALCROM,CROMOLYN SODIUM,BLACKSMITH BRANDS,1997-01-03,STANDARD,False,CROMOLYN SODIUM,True,
020465,1,NDA,AZULFIDINE,SULFASALAZINE,PHARMACIA AND UPJOHN,1996-10-17,STANDARD,False,SULFASALAZINE,True,
020468,1,NDA,NASACORT ALLERGY 24 HOUR,TRIAMCINOLONE ACETONIDE,CHATTEM SANOFI,1996-05-20,PRIORITY,False,TRIAMCINOLONE ACETONIDE,True,
020469,1,NDA,VANCENASE AQ,BECLOMETHASONE DIPROPIONATE MONOHYDRATE,SCHERING,1996-06-26,STANDARD,False,BECLOMETHASONE DIPROPIONATE MONOHYDRATE,True,
020470,1,NDA,CLARITIN-D 24 HOUR,LORATADINE; PSEUDOEPHEDRINE SULFATE,BAYER HEALTHCARE LLC,1996-08-23,STANDARD,False,LORATADINE PSEUDOEPHEDRINE SULFATE,True,
020471,1,NDA,ZYFLO,ZILEUTON,CHIESI,1996-12-09,STANDARD,False,ZILEUTON,True,
020472,1,NDA,ESTRING,ESTRADIOL,PFIZER,1996-04-26,STANDARD,False,ESTRADIOL,True,
020473,1,,,,,1995-11-15,STANDARD,False,,True,
020474,1,NDA,VEXOL,RIMEXOLONE,HARROW EYE,1994-12-30,PRIORITY,False,RIMEXOLONE,True,
020475,1,NDA,RETIN-A MICRO; RETIN-A-MICRO,TRETINOIN,BAUSCH,1997-02-07,STANDARD,False,TRETINOIN,True,
020476,1,NDA,MOTRIN,IBUPROFEN,MCNEIL,1995-05-25,STANDARD,False,IBUPROFEN,True,
020478,1,NDA,ULTANE,SEVOFLURANE,ABBVIE,1995-06-07,STANDARD,False,SEVOFLURANE,True,
020479,1,NDA,GASTROCROM,CROMOLYN SODIUM,VIATRIS SPECIALTY,1996-02-29,STANDARD,True,CROMOLYN SODIUM,True,
020482,1,NDA,PRECOSE,ACARBOSE,BAYER HLTHCARE,1995-09-06,STANDARD,False,ACARBOSE,True,
020484,1,NDA,INNOHEP,TINZAPARIN SODIUM,LEO PHARMA AS,2000-07-14,STANDARD,False,TINZAPARIN SODIUM,True,
020485,1,NDA,VISINE,NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE,KENVUE BRANDS,1996-01-31,STANDARD,False,NAPHAZOLINE HYDROCHLORIDE PHENIRAMINE MALEATE,True,
020486,1,NDA,VANCERIL DOUBLE STRENGTH,BECLOMETHASONE DIPROPIONATE,SCHERING,1996-12-24,STANDARD,False,BECLOMETHASONE DIPROPIONATE,True,
020487,1,NDA,VALTREX,VALACYCLOVIR HYDROCHLORIDE,GLAXOSMITHKLINE,1995-06-23,STANDARD,False,VALACYCLOVIR HYDROCHLORIDE,True,
020488,1,NDA,MAGNESIUM SULFATE IN DEXTROSE 5% IN PLASTIC CONTAINER,MAGNESIUM SULFATE,HOSPIRA,1995-07-11,STANDARD,False,MAGNESIUM SULFATE,True,
020489,1,NDA,ANDRODERM,TESTOSTERONE,ABBVIE,1995-09-29,STANDARD,False,TESTOSTERONE,True,
020490,1,NDA,ALPHAGAN,BRIMONIDINE TARTRATE,ALLERGAN,1997-03-13,STANDARD,False,BRIMONIDINE TARTRATE,True,
020491,1,NDA,CORVERT,IBUTILIDE FUMARATE,PFIZER,1995-12-28,STANDARD,False,IBUTILIDE FUMARATE,True,
020496,1,NDA,AMARYL,GLIMEPIRIDE,SANOFI AVENTIS US,1995-11-30,STANDARD,False,GLIMEPIRIDE,True,
020497,1,NDA,FARESTON,TOREMIFENE CITRATE,KYOWA KIRIN,1997-05-29,STANDARD,True,TOREMIFENE CITRATE,True,
020498,1,NDA,CASODEX,BICALUTAMIDE,ANI PHARMS,1995-10-04,STANDARD,False,BICALUTAMIDE,True,
020499,1,NDA,ACTRON,KETOPROFEN,BAYER,1995-10-06,STANDARD,False,KETOPROFEN,True,
020500,1,NDA,MEPRON,ATOVAQUONE,GLAXOSMITHKLINE LLC,1995-02-08,PRIORITY,False,ATOVAQUONE,True,
020501,1,,,,,1997-10-27,STANDARD,False,,True,
020503,1,NDA,PROVENTIL-HFA,ALBUTEROL SULFATE,KINDEVA,1996-08-15,STANDARD,False,ALBUTEROL SULFATE,True,
020504,1,NDA,MICROZIDE,HYDROCHLOROTHIAZIDE,TEVA BRANDED PHARM,1996-12-27,STANDARD,False,HYDROCHLOROTHIAZIDE,True,
020505,1,NDA,TOPAMAX,TOPIRAMATE,JANSSEN PHARMS,1996-12-24,STANDARD,False,TOPIRAMATE,True,
020506,1,NDA,TIAMATE,DILTIAZEM MALATE,MERCK,1996-10-04,STANDARD,False,DILTIAZEM MALATE,True,
020507,1,NDA,TECZEM,DILTIAZEM MALATE; ENALAPRIL MALEATE,BIOVAIL,1996-10-04,STANDARD,False,DILTIAZEM MALATE ENALAPRIL MALEATE,True,
020508,1,NDA,LAC-HYDRIN,AMMONIUM LACTATE,SUN PHARM INDS INC,1996-08-29,STANDARD,False,AMMONIUM LACTATE,True,
020509,1,NDA,GEMZAR,GEMCITABINE HYDROCHLORIDE,LILLY,1996-05-15,PRIORITY,False,GEMCITABINE HYDROCHLORIDE,True,
020510,1,,,,,1995-09-28,STANDARD,False,,True,
020511,1,NDA,APHTHASOL,AMLEXANOX,ULURU,1996-12-17,PRIORITY,False,AMLEXANOX,True,
020512,1,ANDA,CLINISOL 15% SULFITE FREE IN PLASTIC CONTAINER,AMINO ACIDS,BAXTER HLTHCARE,1996-08-30,STANDARD,False,AMINO ACIDS,True,
020515,1,NDA,ZOLADEX,GOSERELIN,TERSERA,1995-12-18,STANDARD,False,GOSERELIN,True,
020516,1,NDA,CHILDREN'S MOTRIN,IBUPROFEN,KENVUE BRANDS,1995-06-16,STANDARD,False,IBUPROFEN,True,
020517,1,NDA,LUPRON DEPOT,LEUPROLIDE ACETATE,ABBVIE ENDOCRINE INC,1995-12-22,STANDARD,False,LEUPROLIDE ACETATE,True,
020518,1,NDA,RETROVIR,ZIDOVUDINE,VIIV HLTHCARE,1995-12-19,STANDARD,False,ZIDOVUDINE,True,
020519,1,NDA,CICLOPIROX,CICLOPIROX,ALVOGEN,1997-07-21,STANDARD,False,CICLOPIROX,True,
020520,1,NDA,ZANTAC 75,RANITIDINE HYDROCHLORIDE,CHATTEM SANOFI,1995-12-19,STANDARD,False,RANITIDINE HYDROCHLORIDE,True,
020521,1,BLA,INFASURF PRESERVATIVE FREE,CALFACTANT,ONY,1998-07-01,STANDARD,True,CALFACTANT,True,
020522,1,BLA,NUTROPIN AQ; NUTROPIN AQ NUSPIN; NUTROPIN AQ PEN,SOMATROPIN,GENENTECH,1995-12-29,STANDARD,True,SOMATROPIN,True,
020524,1,NDA,MENTAX,BUTENAFINE HYDROCHLORIDE,PHARMOBEDIENT,1996-10-18,STANDARD,False,BUTENAFINE HYDROCHLORIDE,True,
020525,1,NDA,GYNE-LOTRIMIN 3,CLOTRIMAZOLE,BAYER HEALTHCARE LLC,1996-07-29,STANDARD,False,CLOTRIMAZOLE,True,
