ApplNo,SubmissionType,SubmissionNo,SubmissionStatus,SubmissionStatusDate,approval_year,ReviewPriority_raw,ReviewPriority,ApplType_raw,ApplType,SponsorName,DrugName,ActiveIngredient,n_products,ProductNo_list,SubmissionClassCodeID,SubmissionClassCode,SubmissionClassCodeDescription
087428,ORIG,1,AP,1988-11-01,1988,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,TRIATEX,TRIAMCINOLONE ACETONIDE,1.0,001,,,
087429,ORIG,1,AP,1988-11-01,1988,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,TRIATEX,TRIAMCINOLONE ACETONIDE,1.0,001,,,
087430,ORIG,1,AP,1988-11-01,1988,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,TRIATEX,TRIAMCINOLONE ACETONIDE,1.0,001,,,
087431,ORIG,1,AP,1981-11-10,1981,,UNKNOWN,ANDA,ANDA,LYPHOMED,AMINOPHYLLINE,AMINOPHYLLINE,1.0,001,,,
087432,ORIG,1,AP,1998-07-21,1998,,UNKNOWN,,UNKNOWN,,,,,,,,
087433,ORIG,1,AP,1981-07-22,1981,,UNKNOWN,ANDA,ANDA,SANDOZ,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,1.0,001,,,
087438,ORIG,1,AP,1981-07-30,1981,,UNKNOWN,ANDA,ANDA,MISSION PHARMA,FOLICET,FOLIC ACID,1.0,001,,,
087440,ORIG,1,AP,1982-07-21,1982,,UNKNOWN,ANDA,ANDA,LUITPOLD,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,1.0,001,,,
087442,ORIG,1,AP,1982-02-16,1982,,UNKNOWN,ANDA,ANDA,BEDFORD,NEOSAR,CYCLOPHOSPHAMIDE,5.0,001; 002; 003; 004; 005,,,
087444,ORIG,1,AP,1981-07-16,1981,,UNKNOWN,ANDA,ANDA,WATSON LABS,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,1.0,001,,,
087446,ORIG,1,AP,1982-04-16,1982,,UNKNOWN,ANDA,ANDA,HOSPIRA,CHLOROPROCAINE HYDROCHLORIDE,CHLOROPROCAINE HYDROCHLORIDE,1.0,001,,,
087447,ORIG,1,AP,1982-04-16,1982,,UNKNOWN,ANDA,ANDA,HOSPIRA,CHLOROPROCAINE HYDROCHLORIDE,CHLOROPROCAINE HYDROCHLORIDE,1.0,001,,,
087448,ORIG,1,AP,1981-11-20,1981,,UNKNOWN,ANDA,ANDA,WATSON LABS,QUINATIME,QUINIDINE GLUCONATE,1.0,001,,,
087449,ORIG,1,AP,1983-09-15,1983,,UNKNOWN,ANDA,ANDA,ROXANE,THEOPHYLLINE,THEOPHYLLINE,1.0,001,,,
087450,ORIG,1,AP,1981-04-03,1981,,UNKNOWN,ANDA,ANDA,DAVA PHARMS INC,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087451,ORIG,1,AP,1981-04-03,1981,,UNKNOWN,ANDA,ANDA,DAVA PHARMS INC,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087457,ORIG,1,AP,1981-06-23,1981,,UNKNOWN,ANDA,ANDA,BAUSCH,SYNACORT,HYDROCORTISONE,1.0,001,,,
087458,ORIG,1,AP,1981-06-23,1981,,UNKNOWN,ANDA,ANDA,BAUSCH,SYNACORT,HYDROCORTISONE,1.0,001,,,
087459,ORIG,1,AP,1981-06-23,1981,,UNKNOWN,ANDA,ANDA,BAUSCH,SYNACORT,HYDROCORTISONE,1.0,001,,,
087462,ORIG,1,AP,1994-09-16,1994,,UNKNOWN,ANDA,ANDA,SANDOZ,THEOPHYLLINE,THEOPHYLLINE,1.0,001,,,
087463,ORIG,1,AP,1983-12-07,1983,,UNKNOWN,ANDA,ANDA,SPECGX LLC,OXYCET,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,1.0,001,,,
087464,ORIG,1,AP,1982-07-01,1982,,UNKNOWN,ANDA,ANDA,HALSEY,CODOXY,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,1.0,001,,,
087469,ORIG,1,AP,1989-06-28,1989,,UNKNOWN,,UNKNOWN,,,,,,,,
087479,ORIG,1,AP,1981-12-14,1981,,UNKNOWN,ANDA,ANDA,SANDOZ,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE,1.0,001,,,
087487,ORIG,1,AP,1982-10-13,1982,,UNKNOWN,ANDA,ANDA,NUMARK,MELFIAT-105,PHENDIMETRAZINE TARTRATE,1.0,001,,,
087489,ORIG,1,AP,1983-10-03,1983,,UNKNOWN,ANDA,ANDA,HERAN,GLYCORT,HYDROCORTISONE,1.0,001,,,
087490,ORIG,1,AP,1989-06-28,1989,,UNKNOWN,,UNKNOWN,,,,,,,,
087491,ORIG,1,AP,1989-06-28,1989,,UNKNOWN,,UNKNOWN,,,,,,,,
087499,ORIG,1,AP,1982-04-20,1982,,UNKNOWN,ANDA,ANDA,WATSON LABS,CARISOPRODOL,CARISOPRODOL,1.0,001,,,
087500,ORIG,1,AP,1982-02-09,1982,,UNKNOWN,ANDA,ANDA,ROXANE,AMINOPHYLLINE,AMINOPHYLLINE,1.0,001,,,
087501,ORIG,1,AP,1982-02-09,1982,,UNKNOWN,ANDA,ANDA,ROXANE,AMINOPHYLLINE,AMINOPHYLLINE,1.0,001,,,
087504,ORIG,1,AP,1982-01-13,1982,,UNKNOWN,ANDA,ANDA,TEVA,CHLOROQUINE PHOSPHATE,CHLOROQUINE PHOSPHATE,1.0,001,,,
087506,ORIG,1,AP,1981-12-01,1981,,UNKNOWN,ANDA,ANDA,BAUSCH AND LOMB,OPCON,NAPHAZOLINE HYDROCHLORIDE,1.0,001,,,
087508,ORIG,1,AP,1981-08-21,1981,,UNKNOWN,ANDA,ANDA,GENUS LIFESCIENCES,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,1.0,001,,,
087509,ORIG,1,AP,1982-10-05,1982,,UNKNOWN,ANDA,ANDA,INTL MEDICATION SYS,MEPIVACAINE HYDROCHLORIDE,MEPIVACAINE HYDROCHLORIDE,1.0,001,,,
087510,ORIG,1,AP,1995-09-22,1995,,UNKNOWN,ANDA,ANDA,PARKEDALE,PROCAN SR,PROCAINAMIDE HYDROCHLORIDE,1.0,001,,,
087513,ORIG,1,AP,1982-02-10,1982,,UNKNOWN,ANDA,ANDA,PHARM ASSOC,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,1.0,001,,,
087521,ORIG,1,AP,1981-08-19,1981,,UNKNOWN,ANDA,ANDA,WATSON LABS,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087535,ORIG,1,AP,1982-06-25,1982,,UNKNOWN,ANDA,ANDA,ORGANON USA INC,METHYLPREDNISOLONE,METHYLPREDNISOLONE SODIUM SUCCINATE,2.0,001; 002,,,
087537,ORIG,1,AP,1987-10-02,1987,,UNKNOWN,ANDA,ANDA,PH HEALTH,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,1.0,001,,,
087546,ORIG,1,AP,1981-06-15,1981,,UNKNOWN,ANDA,ANDA,HOSPIRA,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,1.0,001,,,
087547,ORIG,1,AP,1981-07-21,1981,,UNKNOWN,ANDA,ANDA,ALCON,ISOPTO CETAPRED,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,1.0,001,,,
087550,ORIG,1,AP,1984-10-19,1984,,UNKNOWN,ANDA,ANDA,WATSON LABS,BUTALBITAL AND ACETAMINOPHEN,ACETAMINOPHEN; BUTALBITAL,1.0,001,,,
087552,ORIG,1,AP,1981-08-11,1981,,UNKNOWN,ANDA,ANDA,SUN PHARM INDUSTRIES,ERGOLOID MESYLATES,ERGOLOID MESYLATES,1.0,001,,,
087555,ORIG,1,AP,1981-06-24,1981,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087556,ORIG,1,AP,1981-08-06,1981,,UNKNOWN,ANDA,ANDA,WATSON LABS,"RESERPINE, HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,1.0,001,,,
087561,ORIG,1,AP,1992-02-25,1992,,UNKNOWN,ANDA,ANDA,IDT AUSTRALIA LTD,DIPYRIDAMOLE,DIPYRIDAMOLE,1.0,001,,,
087562,ORIG,1,AP,1992-02-25,1992,,UNKNOWN,ANDA,ANDA,IDT AUSTRALIA LTD,DIPYRIDAMOLE,DIPYRIDAMOLE,1.0,001,,,
087563,ORIG,1,AP,1983-06-21,1983,,UNKNOWN,ANDA,ANDA,MONARCH PHARMS,QUIBRON-T/SR,THEOPHYLLINE,1.0,001,,,
087565,ORIG,1,AP,1982-03-09,1982,,UNKNOWN,ANDA,ANDA,CHARTWELL RX,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,1.0,001,,,
087567,ORIG,1,AP,1981-05-28,1981,,UNKNOWN,ANDA,ANDA,BAXTER HLTHCARE,HYDROCORTISONE SODIUM SUCCINATE,HYDROCORTISONE SODIUM SUCCINATE,1.0,001,,,
087568,ORIG,1,AP,1981-05-28,1981,,UNKNOWN,ANDA,ANDA,BAXTER HLTHCARE,HYDROCORTISONE SODIUM SUCCINATE,HYDROCORTISONE SODIUM SUCCINATE,1.0,001,,,
087569,ORIG,1,AP,1981-05-28,1981,,UNKNOWN,ANDA,ANDA,BAXTER HLTHCARE,HYDROCORTISONE SODIUM SUCCINATE,HYDROCORTISONE SODIUM SUCCINATE,1.0,001,,,
087570,ORIG,1,AP,1982-02-08,1982,,UNKNOWN,,UNKNOWN,,,,,,,,
087571,ORIG,1,AP,1982-09-01,1982,,UNKNOWN,,UNKNOWN,,,,,,,,
087584,ORIG,1,AP,1981-06-30,1981,,UNKNOWN,ANDA,ANDA,LUITPOLD,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,1.0,001,,,
087585,ORIG,1,AP,1981-06-30,1981,,UNKNOWN,ANDA,ANDA,LUITPOLD,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,1.0,001,,,
087600,ORIG,1,AP,1981-08-27,1981,,UNKNOWN,ANDA,ANDA,AM REGENT,AMINOPHYLLINE,AMINOPHYLLINE,1.0,001,,,
087601,ORIG,1,AP,1982-07-23,1982,,UNKNOWN,ANDA,ANDA,HOSPIRA,AMINOPHYLLINE,AMINOPHYLLINE,1.0,001,,,
087602,ORIG,1,AP,1982-01-22,1982,,UNKNOWN,ANDA,ANDA,STRIDES PHARMA INTL,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,1.0,001,,,
087603,ORIG,1,AP,1982-01-22,1982,,UNKNOWN,ANDA,ANDA,STRIDES PHARMA INTL,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,1.0,001,,,
087604,ORIG,1,AP,1982-01-22,1982,,UNKNOWN,ANDA,ANDA,STRIDES PHARMA INTL,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,1.0,001,,,
087609,ORIG,1,AP,1982-02-08,1982,,UNKNOWN,ANDA,ANDA,SOLVAY,HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,1.0,001,,,
087610,ORIG,1,AP,1981-12-07,1981,,UNKNOWN,ANDA,ANDA,VANGARD,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,1.0,001,,,
087611,ORIG,1,AP,1982-03-17,1982,,UNKNOWN,ANDA,ANDA,MURO,LIQUID PRED,PREDNISONE,1.0,002,,,
087612,ORIG,1,AP,1982-11-19,1982,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,TRIFLUOPERAZINE HYDROCHLORIDE,TRIFLUOPERAZINE HYDROCHLORIDE,1.0,001,,,
087613,ORIG,1,AP,1982-11-19,1982,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,TRIFLUOPERAZINE HYDROCHLORIDE,TRIFLUOPERAZINE HYDROCHLORIDE,1.0,001,,,
087614,ORIG,1,AP,1982-11-19,1982,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,TRIFLUOPERAZINE HYDROCHLORIDE,TRIFLUOPERAZINE HYDROCHLORIDE,1.0,001,,,
087616,ORIG,1,AP,1982-02-08,1982,,UNKNOWN,ANDA,ANDA,VANGARD,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,1.0,001,,,
087617,ORIG,1,AP,1982-02-05,1982,,UNKNOWN,ANDA,ANDA,VANGARD,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,1.0,001,,,
087618,ORIG,1,AP,1981-12-08,1981,,UNKNOWN,,UNKNOWN,,,,,,,,
087619,ORIG,1,AP,1982-02-09,1982,,UNKNOWN,ANDA,ANDA,VANGARD,IMIPRAMINE HYDROCHLORIDE,IMIPRAMINE HYDROCHLORIDE,1.0,001,,,
087620,ORIG,1,AP,1982-01-04,1982,,UNKNOWN,ANDA,ANDA,VANGARD,MECLIZINE HYDROCHLORIDE,MECLIZINE HYDROCHLORIDE,1.0,001,,,
087628,ORIG,1,AP,1986-10-01,1986,,UNKNOWN,ANDA,ANDA,SHIRE,ANOQUAN,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,1.0,001,,,
087630,ORIG,1,AP,1981-12-07,1981,,UNKNOWN,ANDA,ANDA,VANGARD,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,1.0,001,,,
087631,ORIG,1,AP,1982-01-04,1982,,UNKNOWN,ANDA,ANDA,VANGARD,IMIPRAMINE HYDROCHLORIDE,IMIPRAMINE HYDROCHLORIDE,1.0,001,,,
087632,ORIG,1,AP,1982-02-01,1982,,UNKNOWN,ANDA,ANDA,VANGARD,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,1.0,001,,,
087635,ORIG,1,AP,1981-08-20,1981,,UNKNOWN,,UNKNOWN,,,,,,,,
087636,ORIG,1,AP,1982-07-30,1982,,UNKNOWN,ANDA,ANDA,MIZA PHARMS USA,TROPICAMIDE,TROPICAMIDE,1.0,001,,,
087637,ORIG,1,AP,1982-08-09,1982,,UNKNOWN,ANDA,ANDA,MIZA PHARMS USA,TROPICAMIDE,TROPICAMIDE,1.0,001,,,
087639,ORIG,1,AP,1982-02-08,1982,,UNKNOWN,ANDA,ANDA,VANGARD,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,1.0,001,,,
087643,ORIG,1,AP,1982-06-01,1982,,UNKNOWN,ANDA,ANDA,VANGARD,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,1.0,001,,,
087644,ORIG,1,AP,1982-08-24,1982,,UNKNOWN,ANDA,ANDA,DOW PHARM,NUTRACORT,HYDROCORTISONE,1.0,001,,,
087645,ORIG,1,AP,1981-12-14,1981,,UNKNOWN,ANDA,ANDA,VANGARD,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,1.0,001,,,
087646,ORIG,1,AP,1981-12-14,1981,,UNKNOWN,ANDA,ANDA,VANGARD,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,1.0,001,,,
087648,ORIG,1,AP,1982-02-01,1982,,UNKNOWN,ANDA,ANDA,VANGARD,SPIRONOLACTONE,SPIRONOLACTONE,1.0,001,,,
087653,ORIG,1,AP,1982-04-13,1982,,UNKNOWN,ANDA,ANDA,MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,1.0,001,,,
087654,ORIG,1,AP,1982-02-05,1982,,UNKNOWN,ANDA,ANDA,VANGARD,ACETAZOLAMIDE,ACETAZOLAMIDE,1.0,001,,,
087655,ORIG,1,AP,1981-12-14,1981,,UNKNOWN,ANDA,ANDA,VANGARD,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE,1.0,001,,,
087665,ORIG,1,AP,1982-09-17,1982,,UNKNOWN,ANDA,ANDA,BARR,SULFINPYRAZONE,SULFINPYRAZONE,1.0,001,,,
087666,ORIG,1,AP,1982-09-17,1982,,UNKNOWN,ANDA,ANDA,BARR,SULFINPYRAZONE,SULFINPYRAZONE,1.0,001,,,
087667,ORIG,1,AP,1982-05-26,1982,,UNKNOWN,ANDA,ANDA,WATSON LABS,SULFINPYRAZONE,SULFINPYRAZONE,1.0,001,,,
087668,ORIG,1,AP,1982-07-01,1982,,UNKNOWN,ANDA,ANDA,WATSON LABS,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,1.0,001,,,
087669,ORIG,1,AP,1982-03-22,1982,,UNKNOWN,,UNKNOWN,,,,,,,,
087672,ORIG,1,AP,1982-08-17,1982,,UNKNOWN,ANDA,ANDA,PHARMOBEDIENT,METHYCLOTHIAZIDE,METHYCLOTHIAZIDE,1.0,001,,,
087674,ORIG,1,AP,1982-04-21,1982,,UNKNOWN,ANDA,ANDA,WATSON LABS,PHENYLBUTAZONE,PHENYLBUTAZONE,1.0,001,,,
087677,ORIG,1,AP,1982-05-03,1982,,UNKNOWN,ANDA,ANDA,ASCHER,HY-PHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE,1.0,001,,,
087679,ORIG,1,AP,1982-04-15,1982,,UNKNOWN,ANDA,ANDA,CENCI,THEOPHYLLINE,THEOPHYLLINE,1.0,001,,,
087681,ORIG,1,AP,1982-08-05,1982,,UNKNOWN,ANDA,ANDA,OPTOPICS,PARACAINE,PROPARACAINE HYDROCHLORIDE,1.0,001,,,
087682,ORIG,1,AP,1982-01-15,1982,,UNKNOWN,ANDA,ANDA,VANGARD,PREDNISONE,PREDNISONE,1.0,001,,,
087689,ORIG,1,AP,1981-09-16,1981,,UNKNOWN,ANDA,ANDA,ANI PHARMS,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087693,ORIG,1,AP,1992-09-25,1992,,UNKNOWN,ANDA,ANDA,PANGEA,ERGOMAR,ERGOTAMINE TARTRATE,1.0,001,,,
087701,ORIG,1,AP,1982-01-15,1982,,UNKNOWN,ANDA,ANDA,VANGARD,PREDNISONE,PREDNISONE,1.0,001,,,
087702,ORIG,1,AP,1982-09-07,1982,,UNKNOWN,ANDA,ANDA,HIKMA,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,1.0,001,,,
087706,ORIG,1,AP,1981-09-16,1981,,UNKNOWN,ANDA,ANDA,ANI PHARMS,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087708,ORIG,1,AP,1982-05-03,1982,,UNKNOWN,ANDA,ANDA,HIKMA,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,1.0,001,,,
087711,ORIG,1,AP,1982-05-24,1982,,UNKNOWN,ANDA,ANDA,WATSON LABS TEVA,DEXAMETHASONE ACETATE,DEXAMETHASONE ACETATE,1.0,001,,,
087716,ORIG,1,AP,1990-10-03,1990,,UNKNOWN,ANDA,ANDA,BARR,DIPYRIDAMOLE,DIPYRIDAMOLE,1.0,001,,,
087717,ORIG,1,AP,1990-10-03,1990,,UNKNOWN,ANDA,ANDA,BARR LABS,DIPYRIDAMOLE,DIPYRIDAMOLE,1.0,001,,,
087722,ORIG,1,AP,1982-07-09,1982,,UNKNOWN,ANDA,ANDA,UCB INC,LORTAB,ACETAMINOPHEN; HYDROCODONE BITARTRATE,1.0,001,,,
087723,ORIG,1,AP,1982-09-23,1982,,UNKNOWN,ANDA,ANDA,BAYER HLTHCARE,ANGIOVIST 370,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,1.0,001,,,
087724,ORIG,1,AP,1982-09-23,1982,,UNKNOWN,ANDA,ANDA,BAYER HLTHCARE,ANGIOVIST 292,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,1.0,001,,,
087725,ORIG,1,AP,1982-09-23,1982,,UNKNOWN,ANDA,ANDA,BAYER HLTHCARE,UROVIST SODIUM 300,DIATRIZOATE SODIUM,1.0,001,,,
087726,ORIG,1,AP,1982-09-23,1982,,UNKNOWN,ANDA,ANDA,BAYER HLTHCARE,ANGIOVIST 282,DIATRIZOATE MEGLUMINE,1.0,001,,,
087727,ORIG,1,AP,1982-04-16,1982,,UNKNOWN,ANDA,ANDA,ACTAVIS MID ATLANTIC,AMINOPHYLLINE DYE FREE,AMINOPHYLLINE,1.0,001,,,
087728,ORIG,1,AP,1982-09-23,1982,,UNKNOWN,ANDA,ANDA,BAYER HLTHCARE,GASTROVIST,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,1.0,001,,,
087729,ORIG,1,AP,1982-09-23,1982,,UNKNOWN,ANDA,ANDA,BAYER HLTHCARE,UROVIST CYSTO,DIATRIZOATE MEGLUMINE,1.0,001,,,
087731,ORIG,1,AP,1982-09-23,1982,,UNKNOWN,ANDA,ANDA,BAYER HLTHCARE,UROVIST CYSTO PEDIATRIC,DIATRIZOATE MEGLUMINE,1.0,001,,,
087736,ORIG,1,AP,1982-07-14,1982,,UNKNOWN,ANDA,ANDA,HIKMA INTL PHARMS,CHLOROTHIAZIDE,CHLOROTHIAZIDE,1.0,001,,,
087739,ORIG,1,AP,1982-09-23,1982,,UNKNOWN,ANDA,ANDA,BAYER HLTHCARE,UROVIST MEGLUMINE DIU/CT,DIATRIZOATE MEGLUMINE,1.0,001,,,
087742,ORIG,1,AP,1982-06-04,1982,,UNKNOWN,ANDA,ANDA,ROXANE,OXYCODONE AND ASPIRIN (HALF-STRENGTH),ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,1.0,001,,,
087743,ORIG,1,AP,1982-06-04,1982,,UNKNOWN,ANDA,ANDA,ROXANE,ROXIPRIN,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,1.0,001,,,
087744,ORIG,1,AP,1982-05-06,1982,,UNKNOWN,ANDA,ANDA,PHARMOBEDIENT,CHLOROTHIAZIDE-RESERPINE,CHLOROTHIAZIDE; RESERPINE,1.0,001,,,
087745,ORIG,1,AP,1982-05-06,1982,,UNKNOWN,ANDA,ANDA,PHARMOBEDIENT,CHLOROTHIAZIDE-RESERPINE,CHLOROTHIAZIDE; RESERPINE,1.0,001,,,
087748,ORIG,1,AP,1986-12-03,1986,,UNKNOWN,ANDA,ANDA,ALLERGAN,BLEPHAMIDE S.O.P.,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,1.0,001,,,
087750,ORIG,1,AP,1982-11-24,1982,,UNKNOWN,ANDA,ANDA,CHARTWELL,VIRILON,METHYLTESTOSTERONE,1.0,001,,,
087751,ORIG,1,AP,1982-03-29,1982,,UNKNOWN,ANDA,ANDA,USL PHARMA,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,1.0,001,,,
087752,ORIG,1,AP,1982-04-19,1982,,UNKNOWN,ANDA,ANDA,USL PHARMA,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,1.0,001,,,
087756,ORIG,1,AP,1982-12-17,1982,,UNKNOWN,ANDA,ANDA,WATSON LABS,PHENYLBUTAZONE,PHENYLBUTAZONE,1.0,001,,,
087757,ORIG,1,AP,1982-05-03,1982,,UNKNOWN,ANDA,ANDA,UCB INC,CO-GESIC,ACETAMINOPHEN; HYDROCODONE BITARTRATE,1.0,001,,,
087759,ORIG,1,AP,1982-10-01,1982,,UNKNOWN,ANDA,ANDA,BAXTER HLTHCARE,PROCHLORPERAZINE,PROCHLORPERAZINE EDISYLATE,1.0,001,,,
087760,ORIG,1,AP,1982-03-05,1982,,UNKNOWN,ANDA,ANDA,IVAX SUB TEVA PHARMS,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE,1.0,001,,,
087761,ORIG,1,AP,1982-03-05,1982,,UNKNOWN,ANDA,ANDA,IVAX SUB TEVA PHARMS,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE,1.0,001,,,
087762,ORIG,1,AP,1982-12-10,1982,,UNKNOWN,ANDA,ANDA,PURACAP PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,1.0,001,,,
087763,ORIG,1,AP,1997-03-14,1997,,UNKNOWN,ANDA,ANDA,GRAHAM DM,SOMOPHYLLIN-CRT,THEOPHYLLINE,1.0,001,,,
087764,ORIG,1,AP,1982-03-18,1982,,UNKNOWN,ANDA,ANDA,SHIRE RICHWOOD,OBY-TRIM,PHENTERMINE HYDROCHLORIDE,1.0,001,,,
087765,ORIG,1,AP,1982-03-15,1982,,UNKNOWN,ANDA,ANDA,HIKMA,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,1.0,001,,,
087766,ORIG,1,AP,1983-04-26,1983,,UNKNOWN,ANDA,ANDA,ALPHARMA US PHARMS,THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,1.0,001,,,
087767,ORIG,1,AP,1982-08-16,1982,,UNKNOWN,ANDA,ANDA,WATSON LABS,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE,1.0,001,,,
087768,ORIG,1,AP,1982-08-11,1982,,UNKNOWN,ANDA,ANDA,BAYER HLTHCARE,BILIVIST,IPODATE SODIUM,1.0,001,,,
087769,ORIG,1,AP,1982-06-01,1982,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,SULFINPYRAZONE,SULFINPYRAZONE,1.0,001,,,
087770,ORIG,1,AP,1982-11-19,1982,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,SULFINPYRAZONE,SULFINPYRAZONE,1.0,001,,,
087771,ORIG,1,AP,1993-08-06,1993,,UNKNOWN,ANDA,ANDA,ALCON,CETAPRED,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,1.0,001,,,
087772,ORIG,1,AP,1982-07-13,1982,,UNKNOWN,ANDA,ANDA,WATSON LABS,PREDNISONE,PREDNISONE,1.0,001,,,
087773,ORIG,1,AP,1982-07-13,1982,,UNKNOWN,ANDA,ANDA,WATSON LABS,PREDNISONE,PREDNISONE,1.0,001,,,
087774,ORIG,1,AP,1982-06-16,1982,,UNKNOWN,ANDA,ANDA,CHARTWELL RX,PHENYLBUTAZONE,PHENYLBUTAZONE,1.0,001,,,
087775,ORIG,1,AP,1982-02-10,1982,,UNKNOWN,ANDA,ANDA,USL PHARMA,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,1.0,001,,,
087776,ORIG,1,AP,1982-02-10,1982,,UNKNOWN,ANDA,ANDA,USL PHARMA,IMIPRAMINE HYDROCHLORIDE,IMIPRAMINE HYDROCHLORIDE,1.0,001,,,
087780,ORIG,1,AP,1982-03-29,1982,,UNKNOWN,ANDA,ANDA,USL PHARMA,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,1.0,001,,,
087785,ORIG,1,AP,1983-01-24,1983,,UNKNOWN,ANDA,ANDA,WATSON LABS,QUINIDINE GLUCONATE,QUINIDINE GLUCONATE,1.0,001,,,
