ApplNo,SubmissionType,SubmissionNo,SubmissionStatus,SubmissionStatusDate,approval_year,ReviewPriority_raw,ReviewPriority,ApplType_raw,ApplType,SponsorName,DrugName,ActiveIngredient,n_products,ProductNo_list,SubmissionClassCodeID,SubmissionClassCode,SubmissionClassCodeDescription
087007,ORIG,1,AP,1981-02-06,1981,,UNKNOWN,ANDA,ANDA,PAR PHARM,TRICHLORMETHIAZIDE,TRICHLORMETHIAZIDE,1.0,001,,,
087008,ORIG,1,AP,1997-09-09,1997,,UNKNOWN,,UNKNOWN,,,,,,,,
087011,ORIG,1,AP,1979-08-29,1979,,UNKNOWN,ANDA,ANDA,DAVA PHARMS INC,QUINIDINE SULFATE,QUINIDINE SULFATE,1.0,001,,,
087014,ORIG,1,AP,1980-06-27,1980,,UNKNOWN,ANDA,ANDA,ORGANON USA INC,ORGATRAX,HYDROXYZINE HYDROCHLORIDE,2.0,001; 002,,,
087020,ORIG,1,AP,1980-07-17,1980,,UNKNOWN,ANDA,ANDA,WATSON LABS,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,1.0,001,,,
087021,ORIG,1,AP,1980-07-17,1980,,UNKNOWN,ANDA,ANDA,WATSON LABS,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,1.0,001,,,
087022,ORIG,1,AP,1983-02-03,1983,,UNKNOWN,ANDA,ANDA,LANNETT,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,2.0,001; 002,,,
087025,ORIG,1,AP,1980-02-22,1980,,UNKNOWN,ANDA,ANDA,ROXANE,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE,1.0,001,,,
087032,ORIG,1,AP,1982-07-08,1982,,UNKNOWN,ANDA,ANDA,WOCKHARDT,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,1.0,001,,,
087042,ORIG,1,AP,1985-09-19,1985,,UNKNOWN,,UNKNOWN,,,,,,,,
087045,ORIG,1,AP,1980-09-30,1980,,UNKNOWN,ANDA,ANDA,FISONS,SOMOPHYLLIN-DF,AMINOPHYLLINE,1.0,001,,,
087048,ORIG,1,AP,1980-04-30,1980,,UNKNOWN,ANDA,ANDA,PURACAP PHARM,"BUTALBITAL, ASPIRIN AND CAFFEINE",ASPIRIN; BUTALBITAL; CAFFEINE,1.0,002,,,
087053,ORIG,1,AP,1981-02-04,1981,,UNKNOWN,ANDA,ANDA,WOCKHARDT,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,1.0,001,,,
087056,ORIG,1,AP,1980-01-10,1980,,UNKNOWN,ANDA,ANDA,HERITAGE PHARMA,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE,1.0,001,,,
087059,ORIG,1,AP,1980-11-05,1980,,UNKNOWN,ANDA,ANDA,OXFORD PHARMS,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,1.0,001,,,
087060,ORIG,1,AP,1980-11-05,1980,,UNKNOWN,ANDA,ANDA,DAVA PHARMS INC,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,1.0,001,,,
087062,ORIG,1,AP,1981-07-16,1981,,UNKNOWN,ANDA,ANDA,WATSON LABS,ORPHENADRINE CITRATE,ORPHENADRINE CITRATE,1.0,001,,,
087065,ORIG,1,AP,1981-05-29,1981,,UNKNOWN,ANDA,ANDA,LYPHOMED,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,1.0,001,,,
087066,ORIG,1,AP,1981-03-31,1981,,UNKNOWN,ANDA,ANDA,LYPHOMED,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,1.0,001,,,
087068,ORIG,1,AP,1980-11-05,1980,,UNKNOWN,ANDA,ANDA,OXFORD PHARMS,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,1.0,001,,,
087078,ORIG,1,AP,1981-02-23,1981,,UNKNOWN,ANDA,ANDA,WATSON LABS,SPIRONOLACTONE,SPIRONOLACTONE,1.0,001,,,
087081,ORIG,1,AP,1981-07-22,1981,,UNKNOWN,ANDA,ANDA,WENDT,NITROFURAZONE,NITROFURAZONE,1.0,001,,,
087082,ORIG,1,AP,1981-08-25,1981,,UNKNOWN,ANDA,ANDA,WATSON LABS,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087083,ORIG,1,AP,1980-01-23,1980,,UNKNOWN,ANDA,ANDA,SUN PHARM INDS LTD,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,1.0,001,,,
087086,ORIG,1,AP,1981-02-03,1981,,UNKNOWN,ANDA,ANDA,PHARMOBEDIENT,SPIRONOLACTONE,SPIRONOLACTONE,1.0,001,,,
087092,ORIG,1,AP,1982-11-05,1982,,UNKNOWN,ANDA,ANDA,LANNETT,METHYLTESTOSTERONE,METHYLTESTOSTERONE,1.0,001,,,
087093,ORIG,1,AP,1980-03-25,1980,,UNKNOWN,ANDA,ANDA,ANI PHARMS,TOLBUTAMIDE,TOLBUTAMIDE,1.0,001,,,
087100,ORIG,1,AP,1981-08-25,1981,,UNKNOWN,ANDA,ANDA,WATSON LABS,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087102,ORIG,1,AP,1982-04-27,1982,,UNKNOWN,ANDA,ANDA,SUN PHARMA CANADA,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,1.0,001,,,
087104,ORIG,1,AP,1982-04-27,1982,,UNKNOWN,ANDA,ANDA,SUN PHARMA CANADA,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,1.0,001,,,
087108,ORIG,1,AP,1980-05-07,1980,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,SPIRONOLACTONE,SPIRONOLACTONE,1.0,001,,,
087111,ORIG,1,AP,1983-01-27,1983,,UNKNOWN,ANDA,ANDA,LANNETT,METHYLTESTOSTERONE,METHYLTESTOSTERONE,1.0,001,,,
087118,ORIG,1,AP,1994-09-16,1994,,UNKNOWN,ANDA,ANDA,SANDOZ,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087121,ORIG,1,AP,1981-02-20,1981,,UNKNOWN,ANDA,ANDA,BARR,TOLBUTAMIDE,TOLBUTAMIDE,1.0,001,,,
087122,ORIG,1,AP,1981-07-09,1981,,UNKNOWN,ANDA,ANDA,ALPHARMA US PHARMS,METHDILAZINE HYDROCHLORIDE,METHDILAZINE HYDROCHLORIDE,1.0,001,,,
087127,ORIG,1,AP,1981-06-03,1981,,UNKNOWN,,UNKNOWN,,,,,,,,
087128,ORIG,1,AP,1981-06-03,1981,,UNKNOWN,ANDA,ANDA,SENORES PHARMS,MECLIZINE HYDROCHLORIDE,MECLIZINE HYDROCHLORIDE,2.0,001; 002,,,
087129,ORIG,1,AP,1981-07-09,1981,,UNKNOWN,ANDA,ANDA,STRIDES PHARMA INTL,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE,1.0,001,,,
087131,ORIG,1,AP,1981-07-17,1981,,UNKNOWN,ANDA,ANDA,PARKE DAVIS,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,1.0,001,,,
087135,ORIG,1,AP,1981-01-13,1981,,UNKNOWN,ANDA,ANDA,BEL MAR,M-PREDROL,METHYLPREDNISOLONE ACETATE,1.0,001,,,
087142,ORIG,1,AP,1980-01-30,1980,,UNKNOWN,,UNKNOWN,,,,,,,,
087143,ORIG,1,AP,1982-01-13,1982,,UNKNOWN,ANDA,ANDA,ACTAVIS MID ATLANTIC,ACETASOL HC,"ACETIC ACID, GLACIAL; HYDROCORTISONE",1.0,001,,,
087144,ORIG,1,AP,1981-04-14,1981,,UNKNOWN,ANDA,ANDA,FERNDALE LABS,OBESTIN-30,PHENTERMINE HYDROCHLORIDE,1.0,001,,,
087146,ORIG,1,AP,1981-08-12,1981,,UNKNOWN,ANDA,ANDA,ACTAVIS MID ATLANTIC,ACETASOL,"ACETIC ACID, GLACIAL",1.0,001,,,
087147,ORIG,1,AP,1981-02-09,1981,,UNKNOWN,ANDA,ANDA,BAUSCH,ANDROID 25,METHYLTESTOSTERONE,1.0,001,,,
087153,ORIG,1,AP,1982-06-08,1982,,UNKNOWN,ANDA,ANDA,ALPHARMA US PHARMS,PROCHLORPERAZINE,PROCHLORPERAZINE EDISYLATE,1.0,001,,,
087154,ORIG,1,AP,1982-09-01,1982,,UNKNOWN,ANDA,ANDA,ALPHARMA US PHARMS,PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE EDISYLATE,1.0,001,,,
087159,ORIG,1,AP,1982-06-16,1982,,UNKNOWN,ANDA,ANDA,ALPHARMA US PHARMS,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,1.0,001,,,
087160,ORIG,1,AP,1996-06-07,1996,,UNKNOWN,ANDA,ANDA,WATSON LABS,DIPYRIDAMOLE,DIPYRIDAMOLE,1.0,001,,,
087164,ORIG,1,AP,1981-07-22,1981,,UNKNOWN,ANDA,ANDA,KV PHARM,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,1.0,001,,,
087165,ORIG,1,AP,1987-08-14,1987,,UNKNOWN,ANDA,ANDA,COSETTE,PROMETHEGAN,PROMETHAZINE HYDROCHLORIDE,1.0,001,,,
087176,ORIG,1,AP,1981-04-13,1981,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087180,ORIG,1,AP,1981-02-26,1981,,UNKNOWN,,UNKNOWN,,,,,,,,
087183,ORIG,1,AP,1981-04-16,1981,,UNKNOWN,ANDA,ANDA,WATSON LABS,ERGOLOID MESYLATES,ERGOLOID MESYLATES,1.0,001,,,
087184,ORIG,1,AP,1980-09-29,1980,,UNKNOWN,ANDA,ANDA,BARR,DIPYRIDAMOLE,DIPYRIDAMOLE,1.0,001,,,
087185,ORIG,1,AP,1980-11-20,1980,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,HYDROGENATED ERGOT ALKALOIDS,ERGOLOID MESYLATES,1.0,001,,,
087186,ORIG,1,AP,1980-11-20,1980,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,HYDROGENATED ERGOT ALKALOIDS,ERGOLOID MESYLATES,1.0,001,,,
087189,ORIG,1,AP,1983-07-25,1983,,UNKNOWN,ANDA,ANDA,BARR,SULFAMETHOXAZOLE,SULFAMETHOXAZOLE,1.0,001,,,
087190,ORIG,1,AP,1981-06-12,1981,,UNKNOWN,ANDA,ANDA,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,2.0,001; 002,,,
087191,ORIG,1,AP,1982-09-08,1982,,UNKNOWN,ANDA,ANDA,ALPHARMA US PHARMS,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,1.0,001,,,
087193,ORIG,1,AP,1981-09-17,1981,,UNKNOWN,ANDA,ANDA,GRAHAM DM,SOMOPHYLLIN-CRT,THEOPHYLLINE,1.0,001,,,
087194,ORIG,1,AP,1981-09-17,1981,,UNKNOWN,ANDA,ANDA,GRAHAM DM,SOMOPHYLLIN-CRT,THEOPHYLLINE,1.0,001,,,
087195,ORIG,1,AP,1997-03-05,1997,,UNKNOWN,ANDA,ANDA,VALEANT PHARM INTL,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE,1.0,001,,,
087196,ORIG,1,AP,1981-07-06,1981,,UNKNOWN,ANDA,ANDA,VALEANT PHARM INTL,ANDROID-F,FLUOXYMESTERONE,1.0,001,,,
087197,ORIG,1,AP,1981-04-02,1981,,UNKNOWN,ANDA,ANDA,WATSON LABS,SULFASALAZINE,SULFASALAZINE,1.0,001,,,
087203,ORIG,1,AP,1982-04-29,1982,,UNKNOWN,ANDA,ANDA,ALPHARMA US PHARMS,FLURANDRENOLIDE,FLURANDRENOLIDE,1.0,001,,,
087204,ORIG,1,AP,1981-12-16,1981,,UNKNOWN,ANDA,ANDA,LEGACY PHARMA,CROTAN,CROTAMITON,1.0,001,,,
087208,ORIG,1,AP,1981-06-12,1981,,UNKNOWN,ANDA,ANDA,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,1.0,001,,,
087209,ORIG,1,AP,1982-02-01,1982,,UNKNOWN,ANDA,ANDA,INTL MEDICATION,AMINOPHYLLINE,AMINOPHYLLINE,1.0,001,,,
087211,ORIG,1,AP,1982-12-22,1982,,UNKNOWN,ANDA,ANDA,IVAX SUB TEVA PHARMS,METHOCARBAMOL AND ASPIRIN,ASPIRIN; METHOCARBAMOL,1.0,001,,,
087215,ORIG,1,AP,1980-09-10,1980,,UNKNOWN,ANDA,ANDA,CHARTWELL RX,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,1.0,001,,,
087216,ORIG,1,AP,1981-04-03,1981,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,1.0,001,,,
087222,ORIG,1,AP,1981-02-09,1981,,UNKNOWN,ANDA,ANDA,VALEANT PHARM INTL,ANDROID 5,METHYLTESTOSTERONE,1.0,001,,,
087223,ORIG,1,AP,1981-06-12,1981,,UNKNOWN,ANDA,ANDA,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,1.0,001,,,
087226,ORIG,1,AP,1980-09-10,1980,,UNKNOWN,ANDA,ANDA,CAMALL,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,1.0,001,,,
087233,ORIG,1,AP,1981-04-16,1981,,UNKNOWN,ANDA,ANDA,WATSON LABS,ERGOLOID MESYLATES,ERGOLOID MESYLATES,1.0,001,,,
087239,ORIG,1,AP,1981-02-11,1981,,UNKNOWN,ANDA,ANDA,ELKINS SINN,AMINOPHYLLINE,AMINOPHYLLINE,1.0,001,,,
087240,ORIG,1,AP,1981-04-16,1981,,UNKNOWN,ANDA,ANDA,LUITPOLD,AMINOPHYLLINE,AMINOPHYLLINE,1.0,001,,,
087242,ORIG,1,AP,1983-10-26,1983,,UNKNOWN,ANDA,ANDA,HOSPIRA,AMINOPHYLLINE,AMINOPHYLLINE,1.0,001,,,
087243,ORIG,1,AP,1982-05-24,1982,,UNKNOWN,ANDA,ANDA,GD SEARLE LLC,AMINOPHYLLIN,AMINOPHYLLINE,1.0,001,,,
087244,ORIG,1,AP,1982-08-16,1982,,UNKNOWN,ANDA,ANDA,WATSON LABS,ERGOLOID MESYLATES,ERGOLOID MESYLATES,1.0,001,,,
087247,ORIG,1,AP,1983-02-09,1983,,UNKNOWN,ANDA,ANDA,SUPERPHARM,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087260,ORIG,1,AP,1981-10-13,1981,,UNKNOWN,ANDA,ANDA,SANOFI AVENTIS US,AZOLID,PHENYLBUTAZONE,1.0,001,,,
087264,ORIG,1,AP,1983-11-18,1983,,UNKNOWN,ANDA,ANDA,MUTUAL PHARM,THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,1.0,001,,,
087265,ORIG,1,AP,1981-01-28,1981,,UNKNOWN,ANDA,ANDA,MUTUAL PHARM,SPIRONOLACTONE,SPIRONOLACTONE,1.0,001,,,
087266,ORIG,1,AP,1981-12-17,1981,,UNKNOWN,ANDA,ANDA,OLTA PHARMS,LINDANE,LINDANE,1.0,001,,,
087267,ORIG,1,AP,1981-04-16,1981,,UNKNOWN,ANDA,ANDA,MUTUAL PHARM,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE,1.0,001,,,
087274,ORIG,1,AP,1981-07-28,1981,,UNKNOWN,ANDA,ANDA,WATSON LABS,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,2.0,001; 002,,,
087275,ORIG,1,AP,1982-05-26,1982,,UNKNOWN,ANDA,ANDA,WATSON LABS,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,1.0,001,,,
087276,ORIG,1,AP,1982-05-26,1982,,UNKNOWN,ANDA,ANDA,WATSON LABS,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,1.0,001,,,
087277,ORIG,1,AP,1982-05-26,1982,,UNKNOWN,ANDA,ANDA,WATSON LABS,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,1.0,001,,,
087279,ORIG,1,AP,1994-09-16,1994,,UNKNOWN,,UNKNOWN,,,,,,,,
087282,ORIG,1,AP,1994-09-16,1994,,UNKNOWN,ANDA,ANDA,SANDOZ,METHOCARBAMOL,METHOCARBAMOL,1.0,001,,,
087283,ORIG,1,AP,1994-09-16,1994,,UNKNOWN,ANDA,ANDA,SANDOZ,METHOCARBAMOL,METHOCARBAMOL,1.0,001,,,
087285,ORIG,1,AP,1982-11-15,1982,,UNKNOWN,ANDA,ANDA,PADAGIS US,TRIPLE SULFA,TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE),1.0,001,,,
087292,ORIG,1,AP,1981-03-05,1981,,UNKNOWN,ANDA,ANDA,MUTUAL PHARM,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087293,ORIG,1,AP,1981-03-05,1981,,UNKNOWN,ANDA,ANDA,MUTUAL PHARM,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087294,ORIG,1,AP,1982-04-12,1982,,UNKNOWN,ANDA,ANDA,CHARTWELL RX,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,1.0,001,,,
087296,ORIG,1,AP,1981-08-19,1981,,UNKNOWN,ANDA,ANDA,ANI PHARMS,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087297,ORIG,1,AP,1981-04-20,1981,,UNKNOWN,ANDA,ANDA,VITARINE,GLUTETHIMIDE,GLUTETHIMIDE,1.0,001,,,
087301,ORIG,1,AP,1981-06-12,1981,,UNKNOWN,ANDA,ANDA,SANDOZ,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,1.0,001,,,
087306,ORIG,1,AP,1981-02-10,1981,,UNKNOWN,ANDA,ANDA,WARNER CHILCOTT,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,1.0,001,,,
087311,ORIG,1,AP,1981-03-11,1981,,UNKNOWN,ANDA,ANDA,KV PHARM,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087312,ORIG,1,AP,1981-03-11,1981,,UNKNOWN,ANDA,ANDA,KV PHARM,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087313,ORIG,1,AP,1981-12-17,1981,,UNKNOWN,ANDA,ANDA,OLTA PHARMS,LINDANE,LINDANE,1.0,001,,,
087315,ORIG,1,AP,1982-06-07,1982,,UNKNOWN,ANDA,ANDA,ALPHARMA US PHARMS,HYDROCORTISONE,HYDROCORTISONE,1.0,001,,,
087316,ORIG,1,AP,1997-09-09,1997,,UNKNOWN,,UNKNOWN,,,,,,,,
087317,ORIG,1,AP,1982-06-07,1982,,UNKNOWN,ANDA,ANDA,ALPHARMA US PHARMS,HYDROCORTISONE,HYDROCORTISONE,1.0,001,,,
087318,ORIG,1,AP,1981-03-31,1981,,UNKNOWN,ANDA,ANDA,WATSON LABS,TOLBUTAMIDE,TOLBUTAMIDE,1.0,001,,,
087320,ORIG,1,AP,1997-09-09,1997,,UNKNOWN,,UNKNOWN,,,,,,,,
087324,ORIG,1,AP,1981-04-08,1981,,UNKNOWN,ANDA,ANDA,ROXANE,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE,1.0,001,,,
087328,ORIG,1,AP,1982-11-19,1982,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,TRIFLUOPERAZINE HYDROCHLORIDE,TRIFLUOPERAZINE HYDROCHLORIDE,1.0,001,,,
087329,ORIG,1,AP,1981-08-11,1981,,UNKNOWN,ANDA,ANDA,FRESENIUS KABI USA,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,2.0,001; 002,,,
087336,ORIG,1,AP,1982-07-08,1982,,UNKNOWN,ANDA,ANDA,MALLINCKRODT,LORCET-HD,ACETAMINOPHEN; HYDROCODONE BITARTRATE,1.0,001,,,
087341,ORIG,1,AP,1981-07-28,1981,,UNKNOWN,ANDA,ANDA,RISING,METHYLPREDNISOLONE,METHYLPREDNISOLONE,1.0,001,,,
087342,ORIG,1,AP,1981-05-15,1981,,UNKNOWN,,UNKNOWN,,,,,,,,
087353,ORIG,1,AP,1981-06-26,1981,,UNKNOWN,ANDA,ANDA,ANI PHARMS,CHLORPROPAMIDE,CHLORPROPAMIDE,1.0,001,,,
087355,ORIG,1,AP,1981-05-28,1981,,UNKNOWN,ANDA,ANDA,FOUGERA PHARMS INC,NITROGLYCERIN,NITROGLYCERIN,1.0,001,,,
087356,ORIG,1,AP,1981-11-05,1981,,UNKNOWN,,UNKNOWN,,,,,,,,
087357,ORIG,1,AP,1981-11-05,1981,,UNKNOWN,,UNKNOWN,,,,,,,,
087361,ORIG,1,AP,1981-08-12,1981,,UNKNOWN,ANDA,ANDA,APOTHECON,PRONESTYL-SR,PROCAINAMIDE HYDROCHLORIDE,1.0,001,,,
087364,ORIG,1,AP,1981-03-06,1981,,UNKNOWN,ANDA,ANDA,ABBOTT,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087371,ORIG,1,AP,1982-08-24,1982,,UNKNOWN,ANDA,ANDA,SHIRE RICHWOOD,X-TROZINE L.A.,PHENDIMETRAZINE TARTRATE,1.0,001,,,
087375,ORIG,1,AP,1988-11-01,1988,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,FLUTEX,TRIAMCINOLONE ACETONIDE,1.0,001,,,
087376,ORIG,1,AP,1988-11-01,1988,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,FLUTEX,TRIAMCINOLONE ACETONIDE,1.0,001,,,
087377,ORIG,1,AP,1988-11-01,1988,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,FLUTEX,TRIAMCINOLONE ACETONIDE,1.0,001,,,
087378,ORIG,1,AP,1981-11-03,1981,,UNKNOWN,ANDA,ANDA,VIRTUS,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,1.0,001,,,
087380,ORIG,1,AP,1981-05-01,1981,,UNKNOWN,,UNKNOWN,,,,,,,,
087381,ORIG,1,AP,1981-05-01,1981,,UNKNOWN,ANDA,ANDA,AIPING PHARM INC,CHLORTHALIDONE,CHLORTHALIDONE,2.0,001; 002,,,
087384,ORIG,1,AP,1981-03-06,1981,,UNKNOWN,ANDA,ANDA,ABBOTT,CHLORTHALIDONE,CHLORTHALIDONE,1.0,001,,,
087385,ORIG,1,AP,1981-11-05,1981,,UNKNOWN,ANDA,ANDA,PADAGIS US,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,3.0,001; 002; 003,,,
087388,ORIG,1,AP,1981-09-02,1981,,UNKNOWN,ANDA,ANDA,LIEBEL-FLARSHEIM,MD-GASTROVIEW,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,1.0,001,,,
087392,ORIG,1,AP,1983-12-15,1983,,UNKNOWN,ANDA,ANDA,PHARMA SERVE NY,AMINOPHYLLINE,AMINOPHYLLINE,1.0,001,,,
087393,ORIG,1,AP,1981-05-22,1981,,UNKNOWN,ANDA,ANDA,HIKMA,METHADONE HYDROCHLORIDE,METHADONE HYDROCHLORIDE,1.0,001,,,
087394,ORIG,1,AP,1982-09-22,1982,,UNKNOWN,ANDA,ANDA,SHIRE RICHWOOD,X-TROZINE,PHENDIMETRAZINE TARTRATE,1.0,001,,,
087396,ORIG,1,AP,1981-04-08,1981,,UNKNOWN,ANDA,ANDA,ROXANE,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE,1.0,001,,,
087398,ORIG,1,AP,1981-11-24,1981,,UNKNOWN,ANDA,ANDA,WATSON LABS,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE,1.0,001,,,
087400,ORIG,1,AP,1983-01-11,1983,,UNKNOWN,ANDA,ANDA,NOSTRUM PHARMS LLC,THEOPHYLLINE,THEOPHYLLINE,4.0,002; 003; 004; 005,,,
087405,ORIG,1,AP,1981-05-18,1981,,UNKNOWN,ANDA,ANDA,SUPERPHARM,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE,1.0,001,,,
087406,ORIG,1,AP,1981-11-02,1981,,UNKNOWN,ANDA,ANDA,BARR,OXYCODONE AND ACETAMINOPHEN,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,1.0,001,,,
087407,ORIG,1,AP,1981-08-11,1981,,UNKNOWN,ANDA,ANDA,SUN PHARM INDUSTRIES,ERGOLOID MESYLATES,ERGOLOID MESYLATES,1.0,001,,,
087408,ORIG,1,AP,1981-08-27,1981,,UNKNOWN,ANDA,ANDA,AM REGENT,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,2.0,001; 002,,,
087409,ORIG,1,AP,1982-01-21,1982,,UNKNOWN,ANDA,ANDA,LUITPOLD,MANNITOL 25%,MANNITOL,1.0,001,,,
087410,ORIG,1,AP,1981-04-03,1981,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,1.0,001,,,
087411,ORIG,1,AP,1981-04-03,1981,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,1.0,001,,,
087416,ORIG,1,AP,1981-06-15,1981,,UNKNOWN,ANDA,ANDA,HOSPIRA,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,1.0,001,,,
087417,ORIG,1,AP,1994-09-16,1994,,UNKNOWN,ANDA,ANDA,SANDOZ,ALKERGOT,ERGOLOID MESYLATES,1.0,001,,,
087419,ORIG,1,AP,1982-03-11,1982,,UNKNOWN,,UNKNOWN,,,,,,,,
087421,ORIG,1,AP,1981-09-29,1981,,UNKNOWN,ANDA,ANDA,ORTHO MCNEIL PHARM,TYLENOL W/ CODEINE NO. 4,ACETAMINOPHEN; CODEINE PHOSPHATE,1.0,001,,,
087422,ORIG,1,AP,1981-09-29,1981,,UNKNOWN,ANDA,ANDA,ORTHO MCNEIL PHARM,TYLENOL W/ CODEINE NO. 3,ACETAMINOPHEN; CODEINE PHOSPHATE,1.0,001,,,
087423,ORIG,1,AP,1981-07-22,1981,,UNKNOWN,ANDA,ANDA,SANDOZ,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,1.0,001,,,
087425,ORIG,1,AP,1981-07-14,1981,,UNKNOWN,ANDA,ANDA,HIKMA INTL PHARMS,ISONIAZID,ISONIAZID,1.0,001,,,
087427,ORIG,1,AP,1988-04-04,1988,,UNKNOWN,ANDA,ANDA,IVAX PHARMS,NOGENIC HC,HYDROCORTISONE,1.0,001,,,
